uf	pred	sf
ɑsɯrDA	ɑsɯrde	ɑsɯrdɑ
bɑjrɑmlAr	bɑjrɑmler	bɑjrɑmlɑr
bojutDAki	bojutteki	bojuttɑki
buhɑrlH	buhɑrli	buhɑrlɯ
dynjɑmHz	dynjɑmiz	dynjɑmɯz
dɑvrɑnHʃDA	dɑvrɑniʃte	dɑvrɑnɯʃtɑ
esɑsA	esɑse	esɑsɑ
fɑbrikɑHHn	fɑbrikɑiin	fɑbrikɑɯɯn
gøryʃHHn	gøryʃiin	gøryʃyyn
gɑjrimenkulHn	gɑjrimenkulin	gɑjrimenkulyn
hɑjɑtDAki	hɑjɑtteki	hɑjɑttɑki
hɑjvɑnlArDAn	hɑjvɑnlerden	hɑjvɑnlɑrdɑn
insɑnlArmHz	insɑnlermiz	insɑnlɑrmɯz
kɑdɯnDA	kɑdɯnde	kɑdɯndɑ
kɑlmAlArH	kɑlmeleri	kɑlmɑlɑrɯ
kɑrɑkolA	kɑrɑkole	kɑrɑkolɑ
kɑtmɑnlH	kɑtmɑnli	kɑtmɑnlɯ
kollH	kolli	kollu
konutlArDA	konutlerde	konutlɑrdɑ
kopAn	kopen	kopɑn
kotH	koti	kotu
kurumDAki	kurumdeki	kurumdɑki
okuHʤHnHn	okuiʤinin	okuuʤunun
olgulArH	olguleri	olgulɑrɯ
onɑjlAnArAk	onɑjlenerek	onɑjlɑnɑrɑk
rɑhɑtsHzlHklAr	rɑhɑtsizlikler	rɑhɑtsɯzlɯklɑr
reformlArHn	reformlerin	reformlɑrɯn
sɑlonDAn	sɑlonden	sɑlondɑn
sɑvɑʃAn	sɑvɑʃen	sɑvɑʃɑn
soɰukDAn	soɰukten	soɰuktɑn
tɑrlɑDA	tɑrlɑde	tɑrlɑdɑ
tɑsɑrɯDA	tɑsɑrɯde	tɑsɑrɯdɑ
turlArH	turleri	turlɑrɯ
umumA	umume	umumɑ
ujɑrmA	ujɑrme	ujɑrmɑ
ujkusHz	ujkusiz	ujkusuz
ujumHn	ujumin	ujumun
uzɑntɯlH	uzɑntɯli	uzɑntɯlɯ
uzɑtɯmH	uzɑtɯmi	uzɑtɯmɯ
jɯɰɯnH	jɯɰɯni	jɯɰɯnɯ
jyzHHn	jyziin	jyzyyn
jɑʃɑmlArHHn	jɑʃɑmleriin	jɑʃɑmlɑrɯɯn
jɑkAn	jɑken	jɑkɑn
jɑrɯʃHn	jɑrɯʃin	jɑrɯʃɯn
jumurtɑHn	jumurtɑin	jumurtɑɯn
zorA	zore	zorɑ
ʧɑtɯʃmAH	ʧɑtɯʃmei	ʧɑtɯʃmɑɯ
ʧɑtɯʃmAA	ʧɑtɯʃmee	ʧɑtɯʃmɑɑ
ɑʧɯlɯʃDA	ɑʧɯlɯʃte	ɑʧɯlɯʃtɑ
ɑʃɑɰɯDAn	ɑʃɑɰɯden	ɑʃɑɰɯdɑn
ɑʤentɑlArH	ɑʤentɑleri	ɑʤentɑlɑrɯ
ɑmɑʧlAnAn	ɑmɑʧlenen	ɑmɑʧlɑnɑn
ɑrɑʃtɯrmɑʤɯlArHn	ɑrɑʃtɯrmɑʤɯlerin	ɑrɑʃtɯrmɑʤɯlɑrɯn
ɑrɑHʃlArH	ɑrɑiʃleri	ɑrɑɯʃlɑrɯ
ɑsɑlA	ɑsɑle	ɑsɑlɑ
ɑzotlH	ɑzotli	ɑzotlu
bɑʃlAnArAk	bɑʃlenerek	bɑʃlɑnɑrɑk
bɑlkɑnlArDA	bɑlkɑnlerde	bɑlkɑnlɑrdɑ
ʤezɑlArA	ʤezɑlere	ʤezɑlɑrɑ
dɑvrɑnHʃlArA	dɑvrɑniʃlere	dɑvrɑnɯʃlɑrɑ
dekontH	dekonti	dekontu
dostlHklAr	dostlikler	dostluklɑr
ekipmɑnlArHn	ekipmɑnlerin	ekipmɑnlɑrɯn
elemɑnHHn	elemɑniin	elemɑnɯɯn
fɑbrikɑlArDA	fɑbrikɑlerde	fɑbrikɑlɑrdɑ
hɑvuzHn	hɑvuzin	hɑvuzun
hɑjɑtnHzDA	hɑjɑtnizde	hɑjɑtnɯzdɑ
hesɑpDAn	hesɑpten	hesɑptɑn
hormonH	hormoni	hormonu
hujlH	hujli	hujlu
ilkbɑhɑrDA	ilkbɑhɑrde	ilkbɑhɑrdɑ
korumɑlH	korumɑli	korumɑlɯ
kuʃɑtmA	kuʃɑtme	kuʃɑtmɑ
kumɑndɑlH	kumɑndɑli	kumɑndɑlɯ
kutlɑmA	kutlɑme	kutlɑmɑ
mɑɑʃH	mɑɑʃi	mɑɑʃɯ
miktɑrlArHHn	miktɑrleriin	miktɑrlɑrɯɯn
olAʤAklArH	oleʤekleri	olɑʤɑklɑrɯ
politikɑmHz	politikɑmiz	politikɑmɯz
pompɑlAr	pompɑler	pompɑlɑr
progrɑmDAki	progrɑmdeki	progrɑmdɑki
rizikoHn	rizikoin	rizikoun
sɯkɯntɯlArA	sɯkɯntɯlere	sɯkɯntɯlɑrɑ
silɑhlAnmA	silɑhlenme	silɑhlɑnmɑ
suʧlHlHk	suʧlilik	suʧluluk
sunumlAr	sunumler	sunumlɑr
tɑʃɯmAlArH	tɑʃɯmeleri	tɑʃɯmɑlɑrɯ
tɑkɯlHp	tɑkɯlip	tɑkɯlɯp
tɑnrɯlAr	tɑnrɯler	tɑnrɯlɑr
tohumH	tohumi	tohumu
uɰrɑArAk	uɰrɑerek	uɰrɑɑrɑk
ufuklAr	ufukler	ufuklɑr
ulɑʃAbilmAH	ulɑʃebilmei	ulɑʃɑbilmei
umutsHz	umutsiz	umutsuz
jyksekokullArDA	jyksekokullerde	jyksekokullɑrdɑ
jɑnlɯʃH	jɑnlɯʃi	jɑnlɯʃɯ
jɑpɯʃtɯrɯʤɯlAr	jɑpɯʃtɯrɯʤɯler	jɑpɯʃtɯrɯʤɯlɑr
jɑrɑrlAnmAA	jɑrɑrlenmee	jɑrɑrlɑnmɑɑ
zɑmɑnlArA	zɑmɑnlere	zɑmɑnlɑrɑ
ʧubuklArH	ʧubukleri	ʧubuklɑrɯ
ɑɰɯrlɯkDA	ɑɰɯrlɯkte	ɑɰɯrlɯktɑ
ɑɰrɯlAr	ɑɰrɯler	ɑɰrɯlɑr
ɑrkɑdɑʃHHn	ɑrkɑdɑʃiin	ɑrkɑdɑʃɯɯn
bɯrɑkmAH	bɯrɑkmei	bɯrɑkmɑɯ
bɑʃɑrɯlArA	bɑʃɑrɯlere	bɑʃɑrɯlɑrɑ
bɑʃbɑkɑnHn	bɑʃbɑkɑnin	bɑʃbɑkɑnɯn
bɑʃlɑDHklArH	bɑʃlɑdikleri	bɑʃlɑdɯklɑrɯ
bɑʃlArH	bɑʃleri	bɑʃlɑrɯ
bɑbɑDAn	bɑbɑden	bɑbɑdɑn
bɑhɑdɯrlH	bɑhɑdɯrli	bɑhɑdɯrlɯ
bozmADAn	bozmeden	bozmɑdɑn
buhɑrlɑʃmA	buhɑrlɑʃme	buhɑrlɑʃmɑ
bulDHkʧA	buldikʧe	buldukʧɑ
ʤɑmDAn	ʤɑmden	ʤɑmdɑn
dɑɰɯlmA	dɑɰɯlme	dɑɰɯlmɑ
dɑɰDA	dɑɰde	dɑɰdɑ
donmA	donme	donmɑ
ekipmɑnH	ekipmɑni	ekipmɑnɯ
fɯrɯnA	fɯrɯne	fɯrɯnɑ
fijɑtHn	fijɑtin	fijɑtɯn
fotoɰrɑflH	fotoɰrɑfli	fotoɰrɑflɯ
hɑlykɑrDA	hɑlykɑrde	hɑlykɑrdɑ
hesɑplH	hesɑpli	hesɑplɯ
huzurA	huzure	huzurɑ
inʃɑɑtHn	inʃɑɑtin	inʃɑɑtɯn
izolɑsjonH	izolɑsjoni	izolɑsjonu
kɯʃH	kɯʃi	kɯʃɯ
kɑpɑtArAk	kɑpɑterek	kɑpɑtɑrɑk
kɑrɑrsHz	kɑrɑrsiz	kɑrɑrsɯz
kɑvuʃmA	kɑvuʃme	kɑvuʃmɑ
konutlArH	konutleri	konutlɑrɯ
konutH	konuti	konutu
kullAnHʤHHHn	kulleniʤiiin	kullɑnɯʤɯɯɯn
kullɑnɯmDAn	kullɑnɯmden	kullɑnɯmdɑn
kurtɑrAn	kurtɑren	kurtɑrɑn
lɑmbɑlAr	lɑmbɑler	lɑmbɑlɑr
mɑɰɑzɑlArH	mɑɰɑzɑleri	mɑɰɑzɑlɑrɯ
meslektɑʃmHz	meslektɑʃmiz	meslektɑʃmɯz
notlArHn	notlerin	notlɑrɯn
okʧHlHk	okʧilik	okʧuluk
olɑnɑklArDAn	olɑnɑklerden	olɑnɑklɑrdɑn
oluʃumlArH	oluʃumleri	oluʃumlɑrɯ
pɑrmɑklArH	pɑrmɑkleri	pɑrmɑklɑrɯ
pɑzɑrlArH	pɑzɑrleri	pɑzɑrlɑrɯ
progrɑmmHz	progrɑmmiz	progrɑmmɯz
restorɑsjonH	restorɑsjoni	restorɑsjonu
ruhsɑtlArH	ruhsɑtleri	ruhsɑtlɑrɯ
sɯnɯfDAki	sɯnɯfteki	sɯnɯftɑki
sɑɰlɑmlHk	sɑɰlɑmlik	sɑɰlɑmlɯk
sɑjfɑmHzDAn	sɑjfɑmizden	sɑjfɑmɯzdɑn
sorulArDAn	sorulerden	sorulɑrdɑn
sojkɯrɯmH	sojkɯrɯmi	sojkɯrɯmɯ
sponsorH	sponsori	sponsoru
sunDHklArH	sundikleri	sunduklɑrɯ
tɑbiɑtHn	tɑbiɑtin	tɑbiɑtɯn
tɑlimɑtlAr	tɑlimɑtler	tɑlimɑtlɑr
televizjonHn	televizjonin	televizjonun
tertibɑtH	tertibɑti	tertibɑtɯ
torbɑH	torbɑi	torbɑɯ
trɑvmɑH	trɑvmɑi	trɑvmɑɯ
tutɑrlHlHk	tutɑrlilik	tutɑrlɯlɯk
umutlAr	umutler	umutlɑr
vurmA	vurme	vurmɑ
jɑkɯtlArHn	jɑkɯtlerin	jɑkɯtlɑrɯn
jɑrɯʃA	jɑrɯʃe	jɑrɯʃɑ
jɑrɯnA	jɑrɯne	jɑrɯnɑ
jɑrɯnlArA	jɑrɯnlere	jɑrɯnlɑrɑ
ɯʃɯnlArHHn	ɯʃɯnleriin	ɯʃɯnlɑrɯɯn
ɯrkʧH	ɯrkʧi	ɯrkʧɯ
ɑʤɯH	ɑʤɯi	ɑʤɯɯ
ɑksɑklHklAr	ɑksɑklikler	ɑksɑklɯklɑr
ɑktɑrArAk	ɑktɑrerek	ɑktɑrɑrɑk
ɑlɯnmAAn	ɑlɯnmeen	ɑlɯnmɑɑn
ɑnɑhtɑrlAmAlH	ɑnɑhtɑrlemeli	ɑnɑhtɑrlɑmɑlɯ
ɑnlɑʃmɑHHn	ɑnlɑʃmɑiin	ɑnlɑʃmɑɯɯn
ɑrɑmAH	ɑrɑmei	ɑrɑmɑɯ
ɑrɑHʃ	ɑrɑiʃ	ɑrɑɯʃ
ɑtɯfDA	ɑtɯfte	ɑtɯftɑ
byrokrɑtlAr	byrokrɑtler	byrokrɑtlɑr
bɑʃlɑngɯʧDAki	bɑʃlɑngɯʧteki	bɑʃlɑngɯʧtɑki
bɑskɯnH	bɑskɯni	bɑskɯnɯ
bilɑnʧoH	bilɑnʧoi	bilɑnʧou
binɑlArDAn	binɑlerden	binɑlɑrdɑn
boʃlukDA	boʃlukte	boʃluktɑ
bozgunA	bozgune	bozgunɑ
dɑvrɑnAn	dɑvrɑnen	dɑvrɑnɑn
eʃjɑH	eʃjɑi	eʃjɑɯ
fɑturɑH	fɑturɑi	fɑturɑɯ
gydymlH	gydymli	gydymly
hɑnɯmHn	hɑnɯmin	hɑnɯmɯn
kɯjɯDA	kɯjɯde	kɯjɯdɑ
kɑdromHz	kɑdromiz	kɑdromuz
kɑldɯrmAA	kɑldɯrmee	kɑldɯrmɑɑ
kɑrʃɯlɑʃAn	kɑrʃɯlɑʃen	kɑrʃɯlɑʃɑn
kɑrlAr	kɑrler	kɑrlɑr
kɑsɑbɑDA	kɑsɑbɑde	kɑsɑbɑdɑ
koʤɑHHn	koʤɑiin	koʤɑɯɯn
kolHn	kolin	kolun
kullɑnmAAn	kullɑnmeen	kullɑnmɑɑn
lyzumH	lyzumi	lyzumu
lisɑnsnH	lisɑnsni	lisɑnsnɯ
mysɑbɑkɑlArH	mysɑbɑkɑleri	mysɑbɑkɑlɑrɯ
mɑʧDA	mɑʧte	mɑʧtɑ
mɑkinɑHHn	mɑkinɑiin	mɑkinɑɯɯn
mekɑnizmɑlArHHn	mekɑnizmɑleriin	mekɑnizmɑlɑrɯɯn
numɑrɑnHz	numɑrɑniz	numɑrɑnɯz
odunHn	odunin	odunun
operɑsjonA	operɑsjone	operɑsjonɑ
ortɑklɯklArH	ortɑklɯkleri	ortɑklɯklɑrɯ
ortɑmlArHHn	ortɑmleriin	ortɑmlɑrɯɯn
ortɑmlArA	ortɑmlere	ortɑmlɑrɑ
oturArAk	oturerek	oturɑrɑk
ojlAmADA	ojlemede	ojlɑmɑdɑ
plɑnlAmAnHn	plɑnlemenin	plɑnlɑmɑnɯn
sɑtArAk	sɑterek	sɑtɑrɑk
slogɑnlArH	slogɑnleri	slogɑnlɑrɯ
tyʤʤɑrlAr	tyʤʤɑrler	tyʤʤɑrlɑr
tɑnɯsAl	tɑnɯsel	tɑnɯsɑl
tekrɑrlAmA	tekrɑrleme	tekrɑrlɑmɑ
ufɑklH	ufɑkli	ufɑklɯ
ustɑHn	ustɑin	ustɑɯn
ujgunsHz	ujgunsiz	ujgunsuz
uzɑjH	uzɑji	uzɑjɯ
vizjonmHz	vizjonmiz	vizjonmuz
jɑɰsHz	jɑɰsiz	jɑɰsɯz
jɑkmA	jɑkme	jɑkmɑ
jɑnlɯʃlArH	jɑnlɯʃleri	jɑnlɯʃlɑrɯ
jɑrɯʃAn	jɑrɯʃen	jɑrɯʃɑn
jɑtɑklHk	jɑtɑklik	jɑtɑklɯk
jɑtɑklArHHn	jɑtɑkleriin	jɑtɑklɑrɯɯn
jumurtɑlAr	jumurtɑler	jumurtɑlɑr
jurttɑʃlHk	jurttɑʃlik	jurttɑʃlɯk
zɑmɑnmHzDA	zɑmɑnmizde	zɑmɑnmɯzdɑ
zɑrɑrDAn	zɑrɑrden	zɑrɑrdɑn
ʧɯkɑrlArHHn	ʧɯkɑrleriin	ʧɯkɑrlɑrɯɯn
ʧɑdɯrHn	ʧɑdɯrin	ʧɑdɯrɯn
ʃɑnsnHz	ʃɑnsniz	ʃɑnsnɯz
ɑɰlArHn	ɑɰlerin	ɑɰlɑrɯn
ɑmelijɑtA	ɑmelijɑte	ɑmelijɑtɑ
ɑsfɑltH	ɑsfɑlti	ɑsfɑltɯ
ɑvukɑtlArA	ɑvukɑtlere	ɑvukɑtlɑrɑ
bɯrɑkAlHm	bɯrɑkelim	bɯrɑkɑlɯm
bɑbɑlArH	bɑbɑleri	bɑbɑlɑrɯ
bɑkɯmsHz	bɑkɯmsiz	bɑkɯmsɯz
bɑtɯlHlAʃmA	bɑtɯlileʃme	bɑtɯlɯlɑʃmɑ
boʃɑlmA	boʃɑlme	boʃɑlmɑ
bombɑH	bombɑi	bombɑɯ
burɑlArH	burɑleri	burɑlɑrɯ
ʤɑnlHlArH	ʤɑnlileri	ʤɑnlɯlɑrɯ
dɑvɑlArA	dɑvɑlere	dɑvɑlɑrɑ
dolɑʃɯmA	dolɑʃɯme	dolɑʃɯmɑ
dosjɑDAn	dosjɑden	dosjɑdɑn
enfeksijonlArA	enfeksijonlere	enfeksijonlɑrɑ
fɑrkHHn	fɑrkiin	fɑrkɯɯn
fɑjdɑlAnAn	fɑjdɑlenen	fɑjdɑlɑnɑn
gømylH	gømyli	gømyly
gørynHʃDA	gøryniʃte	gørynyʃte
gururH	gururi	gururu
hɑlklAr	hɑlkler	hɑlklɑr
hɑstɑlɯkDA	hɑstɑlɯkte	hɑstɑlɯktɑ
hɑstɑlArmHzHn	hɑstɑlermizin	hɑstɑlɑrmɯzɯn
hɑtɑlArDAn	hɑtɑlerden	hɑtɑlɑrdɑn
hɑtDAn	hɑtten	hɑttɑn
hɑjɑtlArH	hɑjɑtleri	hɑjɑtlɑrɯ
hektɑrlHk	hektɑrlik	hektɑrlɯk
hoʃgørylH	hoʃgøryli	hoʃgøryly
hukukDA	hukukte	hukuktɑ
imzɑlAArAk	imzɑleerek	imzɑlɑɑrɑk
kɯrAn	kɯren	kɯrɑn
køpryHn	køpryin	køpryyn
kɑʧHʃ	kɑʧiʃ	kɑʧɯʃ
kɑʧHp	kɑʧip	kɑʧɯp
kɑlɯntɯlAr	kɑlɯntɯler	kɑlɯntɯlɑr
kɑlDHkDAn	kɑldikten	kɑldɯktɑn
kɑlkHʃ	kɑlkiʃ	kɑlkɯʃ
kɑpɑklH	kɑpɑkli	kɑpɑklɯ
kɑpDA	kɑpte	kɑptɑ
kɑtHn	kɑtin	kɑtɯn
kɑjnɑmA	kɑjnɑme	kɑjnɑmɑ
kenɑrDA	kenɑrde	kenɑrdɑ
klɑsørH	klɑsøri	klɑsøry
kompozisjonH	kompozisjoni	kompozisjonu
kojmAH	kojmei	kojmɑɯ
kuʃlArH	kuʃleri	kuʃlɑrɯ
kulɑklHk	kulɑklik	kulɑklɯk
kurulmHzHn	kurulmizin	kurulmuzun
lirɑH	lirɑi	lirɑɯ
mimɑrlArHn	mimɑrlerin	mimɑrlɑrɯn
modDA	modde	moddɑ
olɑnɑklArA	olɑnɑklere	olɑnɑklɑrɑ
olAnDAn	olenden	olɑndɑn
orgɑnHHn	orgɑniin	orgɑnɯɯn
oturDHklArH	oturdikleri	oturduklɑrɯ
pozisjonA	pozisjone	pozisjonɑ
ruhHHn	ruhiin	ruhuun
sɑbɑhDAn	sɑbɑhden	sɑbɑhtɑn
sinemɑDA	sinemɑde	sinemɑdɑ
sokulmAH	sokulmei	sokulmɑɯ
sorulArHHn	soruleriin	sorulɑrɯɯn
sporʤulArA	sporʤulere	sporʤulɑrɑ
tɑʃɯmAH	tɑʃɯmei	tɑʃɯmɑɯ
tɑnɯmnA	tɑnɯmne	tɑnɯmnɑ
tɑrɑArAk	tɑrɑɑrek	tɑrɑɑrɑk
tutɑnɑklAr	tutɑnɑkler	tutɑnɑklɑr
ulɑʃɯmHn	ulɑʃɯmin	ulɑʃɯmɯn
ustɑlHk	ustɑlik	ustɑlɯk
ujgulɑmADA	ujgulɑmede	ujgulɑmɑtɑ
uzɑmAH	uzɑmei	uzɑmɑɯ
villɑlAr	villɑler	villɑlɑr
jɑʃɑmlArH	jɑʃɑmleri	jɑʃɑmlɑrɯ
jɑrɑtmAH	jɑrɑtmei	jɑrɑtmɑɯ
jɑrdɯmʤɯlArHHn	jɑrdɯmʤɯleriin	jɑrdɯmʤɯlɑrɯɯn
jɑrdɯmlArHn	jɑrdɯmlerin	jɑrdɯmlɑrɯn
jɑjɯnlArHHn	jɑjɯnleriin	jɑjɯnlɑrɯɯn
ʧɑlɯʃAbilmAH	ʧɑlɯʃebilmei	ʧɑlɯʃɑbilmei
ʧɑlɯʃmAAn	ʧɑlɯʃmeen	ʧɑlɯʃmɑɑn
ʃɑnsmHz	ʃɑnsmiz	ʃɑnsmɯz
ɑlgoritmɑlAr	ɑlgoritmɑler	ɑlgoritmɑlɑr
ɑnlɑHnʤA	ɑnlɑinʤe	ɑnlɑɯnʤɑ
ɑrɑmAlArA	ɑrɑmelere	ɑrɑmɑlɑrɑ
ɑrkɑdɑʃlArmHzH	ɑrkɑdɑʃlermizi	ɑrkɑdɑʃlɑrmɯzɯ
ɑtmAH	ɑtmei	ɑtmɑɯ
bɑnkɑlArɑrɑsɯ	bɑnkɑlerɑrɑsɯ	bɑnkɑlɑrɑrɑsɯ
ʤumhurbɑʃkɑnɯmHz	ʤumhurbɑʃkɑnɯmiz	ʤumhurbɑʃkɑnɯmɯz
dɑjɑnmAAn	dɑjɑnmeen	dɑjɑnmɑɑn
dekorɑsjonH	dekorɑsjoni	dekorɑsjonu
devɑmlHlHk	devɑmlilik	devɑmlɯlɯk
dosjɑDAki	dosjɑdeki	dosjɑdɑki
duvɑrDA	duvɑrde	duvɑrdɑ
fijɑtlH	fijɑtli	fijɑtlɯ
gøkjyzyHn	gøkjyzyin	gøkjyzyyn
insɑnmHz	insɑnmiz	insɑnmɯz
kɯsɯmlArDA	kɯsɯmlerde	kɯsɯmlɑrdɑ
kɑʧɑkʧHlHk	kɑʧɑkʧilik	kɑʧɑkʧɯlɯk
kɑldɯrAʤAk	kɑldɯreʤek	kɑldɯrɑʤɑk
kɑrʃɯlɑʃtɯrmA	kɑrʃɯlɑʃtɯrme	kɑrʃɯlɑʃtɯrmɑ
kɑvgɑH	kɑvgɑi	kɑvgɑɯ
kɑzɯlArDA	kɑzɯlerde	kɑzɯlɑrdɑ
kɑzɑnHp	kɑzɑnip	kɑzɑnɯp
kimjɑsAllArHn	kimjɑsellerin	kimjɑsɑllɑrɯn
kirɑʤɯA	kirɑʤɯe	kirɑʤɯɑ
krɑllHk	krɑllik	krɑllɯk
kumɑndɑnH	kumɑndɑni	kumɑndɑnɯ
kurmAH	kurmei	kurmɑɯ
kurtɑrmAA	kurtɑrmee	kurtɑrmɑɑ
kurtulHʃH	kurtuliʃi	kurtuluʃu
lisɑnsHn	lisɑnsin	lisɑnsɯn
mɑsrɑflArHn	mɑsrɑflerin	mɑsrɑflɑrɯn
mesɑʒnHzH	mesɑʒnizi	mesɑʒnɯzɯ
milɑtDAn	milɑtten	milɑttɑn
okullArmHzDA	okullermizde	okullɑrmɯzdɑ
oluklH	olukli	oluklu
onɑjlAmA	onɑjleme	onɑjlɑmɑ
operɑtørHn	operɑtørin	operɑtøryn
otH	oti	otu
pɑrʧɑʤɯklAr	pɑrʧɑʤɯkler	pɑrʧɑʤɯklɑr
refɑhH	refɑhi	refɑhɯ
sytunHn	sytunin	sytunun
sɑɰlɑHp	sɑɰlɑip	sɑɰlɑɯp
sɑvunmADA	sɑvunmede	sɑvunmɑdɑ
sertifikɑlArH	sertifikɑleri	sertifikɑlɑrɯ
soɰukDA	soɰukte	soɰuktɑ
stɑʒlAr	stɑʒler	stɑʒlɑr
tɑnɯmAH	tɑnɯmei	tɑnɯmɑɯ
uʧɑklArHn	uʧɑklerin	uʧɑklɑrɯn
uʧsHz	uʧsiz	uʧsuz
ujɑrAn	ujɑren	ujɑrɑn
versijonlArH	versijonleri	versijonlɑrɯ
jɑɰmurH	jɑɰmuri	jɑɰmuru
jɑklɑʃɯmlArHn	jɑklɑʃɯmlerin	jɑklɑʃɯmlɑrɯn
jɑklɑʃDHkʧA	jɑklɑʃdikʧe	jɑklɑʃtɯkʧɑ
jɑnnHzA	jɑnnize	jɑnnɯzɑ
jɑpɯDAn	jɑpɯden	jɑpɯdɑn
jɑpmAmA	jɑpmeme	jɑpmɑmɑ
jɑrɑtmAH	jɑrɑtmei	jɑrɑtmɑɯ
jɑrgɯsHz	jɑrgɯsiz	jɑrgɯsɯz
jɑzDHkDAn	jɑzdikten	jɑzdɯktɑn
zɯrhlH	zɯrhli	zɯrhlɯ
zekɑH	zekɑi	zekɑɯ
ʧɯkHʃDA	ʧɯkiʃte	ʧɯkɯʃtɑ
ʧɑlɯʃɑnlArmHz	ʧɑlɯʃɑnlermiz	ʧɑlɯʃɑnlɑrmɯz
ʧɑmurH	ʧɑmuri	ʧɑmuru
ʧɑtɯʃmAlArH	ʧɑtɯʃmeleri	ʧɑtɯʃmɑlɑrɯ
yʧnʤHlHk	yʧnʤilik	yʧnʤylyk
ɑʧmADAn	ɑʧmeden	ɑʧmɑdɑn
ɑʤɯlH	ɑʤɯli	ɑʤɯlɯ
ɑlAbilAn	ɑlebilen	ɑlɑbilen
ɑlgɯlAr	ɑlgɯler	ɑlgɯlɑr
ɑlmADA	ɑlmede	ɑlmɑdɑ
ɑmbɑlɑʒH	ɑmbɑlɑʒi	ɑmbɑlɑʒɯ
ɑmelijɑtlArH	ɑmelijɑtleri	ɑmelijɑtlɑrɯ
ɑtɑlHm	ɑtɑlim	ɑtɑlɯm
ɑvHn	ɑvin	ɑvɯn
ɑvʤɯlHk	ɑvʤɯlik	ɑvʤɯlɯk
ɑzɯnlɯklAr	ɑzɯnlɯkler	ɑzɯnlɯklɑr
ɑzɑlmADA	ɑzɑlmede	ɑzɑlmɑtɑ
bɑkHʃlArH	bɑkiʃleri	bɑkɯʃlɑrɯ
blokH	bloki	bloku
bombɑHn	bombɑin	bombɑɯn
bonoH	bonoi	bonou
dɑɰHHn	dɑɰiin	dɑɰɯɯn
dɑlgɑlAnmAlAr	dɑlgɑlenmeler	dɑlgɑlɑnmɑlɑr
dɑjɑnmA	dɑjɑnme	dɑjɑnmɑ
donɑnɯmlAr	donɑnɯmler	donɑnɯmlɑr
dosjɑlArDA	dosjɑlerde	dosjɑlɑrdɑ
elbetDAki	elbetdeki	elbetteki
frekɑnslArDA	frekɑnslerde	frekɑnslɑrdɑ
gørDHkʧA	gørdikʧe	gørdykʧe
gøzHHn	gøziin	gøzyyn
gɑzA	gɑze	gɑzɑ
hykymlHHn	hykymliin	hykymlyyn
hɑtlArA	hɑtlere	hɑtlɑrɑ
hɑvuzlArH	hɑvuzleri	hɑvuzlɑrɯ
hɑjɑtmHn	hɑjɑtmin	hɑjɑtmɯn
hɑjrɑnlHk	hɑjrɑnlik	hɑjrɑnlɯk
ihbɑrH	ihbɑri	ihbɑrɯ
istɑsjonHHn	istɑsjoniin	istɑsjonuun
køjlHlArH	køjlileri	køjlyleri
kɑbɯzlHk	kɑbɯzlik	kɑbɯzlɯk
kɑhvɑltɯH	kɑhvɑltɯi	kɑhvɑltɯɯ
kɑmerɑHn	kɑmerɑin	kɑmerɑɯn
kɑnɑlDA	kɑnɑlde	kɑnɑldɑ
kɑnɑlDAn	kɑnɑlden	kɑnɑldɑn
kɑslArHHn	kɑsleriin	kɑslɑrɯɯn
kɑjɯtlArDA	kɑjɯtlerde	kɑjɯtlɑrdɑ
klɑsørHn	klɑsørin	klɑsøryn
konuʃmADAn	konuʃmeden	konuʃmɑdɑn
kuʃH	kuʃi	kuʃu
meslektɑʃlArmHzA	meslektɑʃlermize	meslektɑʃlɑrmɯzɑ
metotlAr	metotler	metotlɑr
normlArH	normleri	normlɑrɯ
okumAHn	okumein	okumɑɯn
orgɑnizɑsjonDA	orgɑnizɑsjonde	orgɑnizɑsjondɑ
ojnɑArAk	ojnɑɑrek	ojnɑɑrɑk
pɑrʧɑlAnmAH	pɑrʧɑlenmei	pɑrʧɑlɑnmɑɯ
romɑnlAr	romɑnler	romɑnlɑr
sɯrɑlAmA	sɯrɑleme	sɯrɑlɑmɑ
sɯzmA	sɯzme	sɯzmɑ
senɑrjolArH	senɑrjoleri	senɑrjolɑrɯ
suʧlArA	suʧlere	suʧlɑrɑ
sunumlArH	sunumleri	sunumlɑrɯ
tɑʃɯnmɑzlArHn	tɑʃɯnmɑzlerin	tɑʃɯnmɑzlɑrɯn
tɑɑrruzA	tɑɑrruze	tɑɑrruzɑ
tɑbiɑtH	tɑbiɑti	tɑbiɑtɯ
tɑbloHHn	tɑbloiin	tɑblouun
tekrɑrlAr	tekrɑrler	tekrɑrlɑr
vɑsɯflArH	vɑsɯfleri	vɑsɯflɑrɯ
vurulAn	vurulen	vurulɑn
jɑkɯnnA	jɑkɯnne	jɑkɯnnɑ
jɑklɑʃɯmA	jɑklɑʃɯme	jɑklɑʃɯmɑ
jɑklɑʃɯmDA	jɑklɑʃɯmde	jɑklɑʃɯmdɑ
jɑnlɯʃlHklAr	jɑnlɯʃlikler	jɑnlɯʃlɯklɑr
jɑpAnA	jɑpene	jɑpɑnɑ
jɑrɑtDHklArH	jɑrɑttikleri	jɑrɑttɯklɑrɯ
jɑtɯrɯmlArDA	jɑtɯrɯmlerde	jɑtɯrɯmlɑrdɑ
