uf	pred	sf
telgrɑfH	telgrɑfi	telgrɑfɯ
jyklAmA	jyklɑmɑ	jykleme
ʧoʤuklArmHzHn	ʧoʤuklɑrmizin	ʧoʤuklɑrmɯzɯn
bilmAH	bilmɑɯ	bilmei
gynlArHn	gynlɑrɯn	gynlerin
hɑzɯrlɯklH	hɑzɯrlɯkli	hɑzɯrlɯklɯ
meʤlisA	meʤlisɑ	meʤlise
temɑsH	temɑsi	temɑsɯ
tuzH	tuzi	tuzu
jyzlH	jyzlɯ	jyzly
jɑpmAmHz	jɑpmemiz	jɑpmɑmɯz
ʧɑɰDA	ʧɑɰde	ʧɑɰdɑ
birDA	birdɑ	birde
gelHnʤAA	gelinʤɑɑ	gelinʤee
kullAnHʤHH	kullɑnɯʤii	kullɑnɯʤɯɯ
merkeznDAki	merkeznteki	merkezndeki
performɑnslH	performɑnsli	performɑnslɯ
ølʧylArH	ølʧylɑrɯ	ølʧyleri
ɑdinH	ɑdinɯ	ɑdini
ɑltDAki	ɑltteki	ɑlttɑki
dozH	dozi	dozu
eklArH	eklɑrɯ	ekleri
gøzlemlAr	gøzlemlɑr	gøzlemler
inʤelemAlArDA	inʤelemelerdɑ	inʤelemelerde
kɑjnɑkDAn	kɑjnɑkden	kɑjnɑktɑn
milletlArɑrɑsɯ	milletlɑrɑrɑsɯ	milletlerɑrɑsɯ
pɑzɑrlArDA	pɑzɑrlerdɑ	pɑzɑrlɑrdɑ
ønemsHz	ønemsɯz	ønemsiz
ørgytlArHn	ørgytlɑrɯn	ørgytlerin
bordroH	bordroi	bordrou
ejlemlAr	ejlemlɑr	ejlemler
gereʧlArH	gereʧlɑrɯ	gereʧleri
islAr	islɑr	isler
memleketDA	memleketde	memlekette
polisA	polisɑ	polise
sɯnɯfHn	sɯnɯfin	sɯnɯfɯn
sɯnɑvHn	sɯnɑvun	sɯnɑvɯn
tekrɑrlAAn	tekrɑrleen	tekrɑrlɑɑn
dørtDA	dørtde	dørtte
ekiplAr	ekiplɑr	ekipler
geliʃmAlArDAn	geliʃmɑlɑrden	geliʃmelerden
kɑmpysH	kɑmpysi	kɑmpysy
kentlAʃmA	kentlɑʃmɑ	kentleʃme
merkezlArDA	merkezlɑrdɑ	merkezlerde
pozisjonDA	pozisjonde	pozisjondɑ
sevmA	sevmɑ	sevme
tɑbiplAr	tɑbiplɑr	tɑbipler
tɑlepDA	tɑlepde	tɑlepte
tɑrɑHʤH	tɑrɑɯʤi	tɑrɑɯʤɯ
tiʤɑretDA	tiʤɑretde	tiʤɑrette
yrynlArmHz	yrynlɑrmiz	yrynlermiz
gyʧlArHn	gyʧlɑrɯn	gyʧlerin
iʃlArDAn	iʃlɑrden	iʃlerden
køsA	køsɑ	køse
køjlylAr	køjlylɑr	køjlyler
sunHʃ	suniʃ	sunuʃ
jɑrɑrlArH	jɑrɑrleri	jɑrɑrlɑrɯ
øɰrenmAHn	øɰrenmɑɯn	øɰrenmein
ɑrɑlɯklH	ɑrɑlɯkli	ɑrɑlɯklɯ
bilgisɑjɑrlArA	bilgisɑjɑrlere	bilgisɑjɑrlɑrɑ
doɰHʃDAn	doɰuʃden	doɰuʃtɑn
girDHkDAn	girtikten	girdikten
konutlAr	konutler	konutlɑr
kusurlH	kusurli	kusurlu
terimlArH	terimlɑrɯ	terimleri
tozH	tozi	tozu
bilgisɑjɑrlArH	bilgisɑjɑrleri	bilgisɑjɑrlɑrɯ
fɯrsɑtlAr	fɯrsɑtler	fɯrsɑtlɑr
fotoɰrɑfʧH	fotoɰrɑfʧi	fotoɰrɑfʧɯ
kullɑnmADAn	kullɑnmɑden	kullɑnmɑdɑn
kurumlArDAn	kurumlɑrden	kurumlɑrdɑn
kuvvetlArHn	kuvvetlɑrɯn	kuvvetlerin
mɑlijetlArHHn	mɑlijetlɑrɯɯn	mɑlijetleriin
sebepDAn	sebepden	sebepten
ʧoʤuklArmHzA	ʧoʤuklɑrmize	ʧoʤuklɑrmɯzɑ
ʃimdilArDA	ʃimdilerdɑ	ʃimdilerde
yzHʤH	yzyʤi	yzyʤy
bilgisɑjɑrlArDA	bilgisɑjɑrlerdɑ	bilgisɑjɑrlɑrdɑ
dyzeltmA	dyzeltmɑ	dyzeltme
denklemlArH	denklemlɑrɯ	denklemleri
kɑrɑnlɯkDA	kɑrɑnlɯkte	kɑrɑnlɯktɑ
olɑjlArDAn	olɑjlɑrden	olɑjlɑrdɑn
ojlArHn	ojlerin	ojlɑrɯn
sɯʤɑklɯkDA	sɯʤɑklɯkte	sɯʤɑklɯktɑ
sɑnɑtA	sɑnɑte	sɑnɑtɑ
jørelArDA	jørelerdɑ	jørelerde
øɰretimDA	øɰretimdɑ	øɰretimde
ɑteʃDA	ɑteʃde	ɑteʃte
ɑjɯrHʤH	ɑjɯrɯʤi	ɑjɯrɯʤɯ
bilgisɑjɑrnHzHn	bilgisɑjɑrnizin	bilgisɑjɑrnɯzɯn
depremlAr	depremlɑr	depremler
detɑjlAr	detɑjler	detɑjlɑr
etmAmA	etmɑmɑ	etmeme
iʃgɑlH	iʃgɑlɯ	iʃgɑli
kurDAn	kurden	kurdɑn
lisɑnslH	lisɑnsli	lisɑnslɯ
syryʤylAr	syryʤylɑr	syryʤyler
televizjonDA	televizjonde	televizjondɑ
toplumDAki	toplumdeki	toplumdɑki
ujgulɑArAk	ujgulɑerek	ujgulɑɑrɑk
vɑtɑndɑʃlArmHzHn	vɑtɑndɑʃlɑrmizin	vɑtɑndɑʃlɑrmɯzɯn
ʧevreDAki	ʧevreteki	ʧevredeki
derslArHHn	derslɑrɯɯn	dersleriin
eriʃmA	eriʃmɑ	eriʃme
gøryntyHn	gøryntyin	gøryntyyn
gelDHklArH	geldiklɑrɯ	geldikleri
iʃletmelArDA	iʃletmelerdɑ	iʃletmelerde
operɑtørH	operɑtøri	operɑtøry
søzHHn	søzɯɯn	søzyyn
tyrHHn	tyrɯɯn	tyryyn
tɑmɑmlAHʤH	tɑmɑmleiʤi	tɑmɑmlɑɯʤɯ
ulɑʃAbilmA	ulɑʃɑbilmɑ	ulɑʃɑbilme
jɑrɑtmAA	jɑrɑtmee	jɑrɑtmɑɑ
bilgisɑjɑrnHzDA	bilgisɑjɑrnizde	bilgisɑjɑrnɯzdɑ
birliklArHHn	birliklɑrɯɯn	birlikleriin
dizinH	dizinɯ	dizini
gøryʃA	gøryʃɑ	gøryʃe
iletiʃimDA	iletiʃimdɑ	iletiʃimde
iletmA	iletmɑ	iletme
kɑlkHp	kɑlkip	kɑlkɯp
okuHp	okuip	okuup
rɑporlArHHn	rɑporleriin	rɑporlɑrɯɯn
syrHp	syrup	syryp
syrmAH	syrmɑɯ	syrmei
tezlAr	tezlɑr	tezler
jønDAki	jønteki	jøndeki
doktorHn	doktorin	doktorun
getirDHklArH	getirtɯklɑrɯ	getirdikleri
notHHn	notɯɯn	notuun
ortɑmDAn	ortɑmden	ortɑmdɑn
risklAr	risklɑr	riskler
susHz	susiz	susuz
ujgulɑmADAn	ujgulɑmɑden	ujgulɑmɑdɑn
jyryHʃH	jyryɯʃɯ	jyryyʃy
ʧøzymlArHn	ʧøzymlɑrɯn	ʧøzymlerin
øɰretmenlArA	øɰretmenlɑrɑ	øɰretmenlere
formɑtDA	formɑtte	formɑttɑ
getirmAH	getirmɑɯ	getirmei
gitmADAn	gitmɑden	gitmeden
kuzejDA	kuzejdɑ	kuzejde
niteliklAr	niteliklɑr	nitelikler
telefonDAn	telefonden	telefondɑn
jurtDA	jurtde	jurttɑ
ølʧylArDA	ølʧylɑrdɑ	ølʧylerde
bileʃenlArH	bileʃenlɑrɯ	bileʃenleri
dɑlDA	dɑlde	dɑldɑ
gelmADA	gelmɑdɑ	gelmete
grupDAn	grupden	gruptɑn
kullɑnmADA	kullɑnmɑdɑ	kullɑnmɑtɑ
motorlArH	motorleri	motorlɑrɯ
jyzjɯlDAn	jyzjɯlden	jyzjɯldɑn
ølʧyH	ølʧyi	ølʧyy
bɑʃlɑDHkDAn	bɑʃlɑtikten	bɑʃlɑdɯktɑn
bɑʃlɑHnʤA	bɑʃlɑɯnʤe	bɑʃlɑɯnʤɑ
elmDA	elmdɑ	elmde
gøryntylH	gøryntyli	gøryntyly
insɑnDA	insɑnte	insɑndɑ
kesimDA	kesimdɑ	kesimde
sɯnɑvlArHn	sɯnɑvlerin	sɯnɑvlɑrɯn
bɑslAAn	bɑsleen	bɑslɑɑn
eklAnArAk	eklɑnɑrɑk	eklenerek
rɑhɑtlHk	rɑhɑtlik	rɑhɑtlɯk
jɑnsɯAn	jɑnsɯen	jɑnsɯɑn
øɰrenmAH	øɰrenmɑɯ	øɰrenmei
ʃɑnslH	ʃɑnsli	ʃɑnslɯ
grɑfiklAr	grɑfiklɑr	grɑfikler
hɑzɯrlAHp	hɑzɯrleip	hɑzɯrlɑɯp
kollHk	kollik	kolluk
merkezlAr	merkezlɑr	merkezler
okulmHzHn	okulmizin	okulmuzun
sɑnɑtʧHlArHn	sɑnɑtʧilerin	sɑnɑtʧɯlɑrɯn
sorunlArDAn	sorunlɑrden	sorunlɑrdɑn
timA	timɑ	time
zeminH	zeminɯ	zemini
ɑʧmAA	ɑʧmee	ɑʧmɑɑ
ɑdɑjlArHHn	ɑdɑjleriin	ɑdɑjlɑrɯɯn
giriʃimDA	giriʃimdɑ	giriʃimde
iʃlemlArDAn	iʃlemlɑrden	iʃlemlerden
ihrɑʤɑtʧH	ihrɑʤɑtʧi	ihrɑʤɑtʧɯ
ihrɑʤɑtA	ihrɑʤɑte	ihrɑʤɑtɑ
kesmA	kesmɑ	kesme
seʧimlArHn	seʧimlɑrɯn	seʧimlerin
øɰretmA	øɰretmɑ	øɰretme
øzgyrlHklAr	øzgyrliklɑr	øzgyrlykler
gynejA	gynejɑ	gyneje
girAbilmA	girɑbilmɑ	girebilme
hɑrflArH	hɑrflɑrɯ	hɑrfleri
izinlArH	izinlɑrɯ	izinleri
kurDHklArH	kurtɯklɑrɯ	kurduklɑrɯ
mɑntɯklH	mɑntɯkli	mɑntɯklɯ
renklArHn	renklɑrɯn	renklerin
syslH	sysli	sysly
sebeplArDAn	sebeplɑrden	sebeplerden
ɯʃɯklH	ɯʃɯkli	ɯʃɯklɯ
ʃirketDA	ʃirketde	ʃirkette
ɑlɑnDAn	ɑlɑnden	ɑlɑndɑn
demokrɑtiklAʃmA	demokrɑtiklɑʃmɑ	demokrɑtikleʃme
gøstermADA	gøstermɑdɑ	gøstermete
silɑhlArH	silɑhleri	silɑhlɑrɯ
jɑzɑrlArHn	jɑzɑrlerin	jɑzɑrlɑrɯn
jijeʤeklAr	jijeʤeklɑr	jijeʤekler
burslH	bursli	burslu
doktornHz	doktornɯz	doktornuz
emmA	emmɑ	emme
fedɑkɑrlHk	fedɑkɑrlik	fedɑkɑrlɯk
kolɑjlHklAr	kolɑjliklɑr	kolɑjlɯklɑr
liflAr	liflɑr	lifler
mysteʃɑrlHk	mysteʃɑrlik	mysteʃɑrlɯk
miljonDAn	miljonden	miljondɑn
resimlArHn	resimlɑrɯn	resimlerin
syrHʃ	syrɯʃ	syryʃ
sytHn	sytɯn	sytyn
ʧøzymlAnmAH	ʧøzymlɑnmɑɯ	ʧøzymlenmei
ølʧylAr	ølʧylɑr	ølʧyler
bugynH	bugyni	bugyny
direktørH	direktøri	direktøry
gøryʃHn	gøryʃɯn	gøryʃyn
gitmA	gitmɑ	gitme
konforlH	konforli	konforlu
søzlArHn	søzlɑrɯn	søzlerin
tɑʃɯnmɑzHn	tɑʃɯnmɑzin	tɑʃɯnmɑzɯn
tɑbloH	tɑbloi	tɑblou
toplɑArAk	toplɑerek	toplɑɑrɑk
toprɑkDA	toprɑkte	toprɑktɑ
ʧɯkHnʤA	ʧɯkinʤe	ʧɯkɯnʤɑ
bɑjsAl	bɑjsel	bɑjsɑl
birleʃArAk	birleʃɑrɑk	birleʃerek
ʤɑnDAn	ʤɑnden	ʤɑndɑn
dɑmɑrlArHn	dɑmɑrlerin	dɑmɑrlɑrɯn
deDHklArH	detiklɑrɯ	dedikleri
diʃlAr	diʃlɑr	diʃler
esnɑfH	esnɑfi	esnɑfɯ
gyneʃlH	gyneʃlɯ	gyneʃli
gelAnlArHn	gelenlɑrɯn	gelenlerin
ilerleDHkʧA	ilerletikʧe	ilerledikʧe
motorHn	motorin	motorun
olmADHklArH	olmɑdiklɑrɯ	olmɑdɯklɑrɯ
ruhHn	ruhin	ruhun
topHn	topin	topun
jɑzɑrlArH	jɑzɑrleri	jɑzɑrlɑrɯ
yʤretlArHHn	yʤretlɑrɯɯn	yʤretleriin
byjyklHk	byjyklik	byjyklyk
bilmADAn	bilmɑden	bilmeden
bojlArH	bojleri	bojlɑrɯ
bojutlAr	bojutler	bojutlɑr
edinAn	edinɑn	edinen
etkinlHklArnA	etkinliklɑrne	etkinliklerne
fɯrsɑtlArH	fɯrsɑtleri	fɯrsɑtlɑrɯ
gelmA	gelmɑ	gelme
motorlAr	motorler	motorlɑr
problemlArA	problemlɑrɑ	problemlere
resimDA	resimdɑ	resimde
tonlHk	tonlik	tonluk
jyzejDA	jyzejdɑ	jyzejde
jɑnHʤH	jɑnɯʤi	jɑnɯʤɯ
ʧizimlAr	ʧizimlɑr	ʧizimler
øzgyrlHklArH	øzgyrliklɑrɯ	øzgyrlykleri
ɑrtmADA	ɑrtmɑdɑ	ɑrtmɑtɑ
bɑhsetmA	bɑhsetmɑ	bɑhsetme
bebeklArDA	bebeklɑrdɑ	bebeklerde
grupDAki	grupteki	gruptɑki
kɑnɑllAr	kɑnɑller	kɑnɑllɑr
mɑterjɑlH	mɑterjɑlɯ	mɑterjɑli
pɑzɑrlAr	pɑzɑrler	pɑzɑrlɑr
seʧimDA	seʧimdɑ	seʧimde
terminɑlH	terminɑlɯ	terminɑli
topʧH	topʧi	topʧu
ʧeʃitlArHHn	ʧeʃitlɑrɯɯn	ʧeʃitleriin
ølymHn	ølymin	ølymyn
ørneklArHn	ørneklɑrɯn	ørneklerin
øzyrlylAr	øzyrlylɑr	øzyrlyler
eserDA	eserdɑ	eserde
esnɑfHn	esnɑfin	esnɑfɯn
frekɑnsH	frekɑnsi	frekɑnsɯ
gyryltylH	gyryltyli	gyryltyly
gɑzHn	gɑzin	gɑzɯn
hɑksHzlHk	hɑksizlik	hɑksɯzlɯk
hɑrflAr	hɑrflɑr	hɑrfler
hɑstɑlɯklH	hɑstɑlɯkli	hɑstɑlɯklɯ
lyzumlH	lyzumli	lyzumlu
modellArHn	modellɑrɯn	modellerin
sorunlH	sorunli	sorunlu
unsurlArHn	unsurlerin	unsurlɑrɯn
jɯllArDAki	jɯllɑrdeki	jɯllɑrdɑki
dyzenleDHklArH	dyzenletiklɑrɯ	dyzenledikleri
filmDA	filmdɑ	filmde
kurumDAn	kurumden	kurumdɑn
kuzejA	kuzejɑ	kuzeje
modH	modi	modu
problemlArHHn	problemlɑrɯɯn	problemleriin
sɑɰlɑmADA	sɑɰlɑmɑdɑ	sɑɰlɑmɑtɑ
sɑkɑtlHk	sɑkɑtlik	sɑkɑtlɯk
tyjlH	tyjli	tyjly
terørHn	terørɯn	terøryn
terimlAr	terimlɑr	terimler
zorlHklArH	zorliklɑrɯ	zorluklɑrɯ
ɑvukɑtlArH	ɑvukɑtleri	ɑvukɑtlɑrɯ
bølymlArHHn	bølymlɑrɯɯn	bølymleriin
etkinliklArDA	etkinliklɑrdɑ	etkinliklerde
gølHn	gølɯn	gølyn
hɑberDA	hɑberdɑ	hɑberde
misɑlH	misɑlɯ	misɑli
numɑrɑnHzH	numɑrɑnɯzi	numɑrɑnɯzɯ
pɑrlɑmentoH	pɑrlɑmentoi	pɑrlɑmentou
sɑɰlAAbilmA	sɑɰlɑɑbilmɑ	sɑɰlɑɑbilme
stɑʒH	stɑʒi	stɑʒɯ
vermADAn	vermɑden	vermeten
vermAmA	vermɑmɑ	vermeme
vermAHn	vermɑɯn	vermein
jøntemDA	jøntemdɑ	jøntemde
bɑkHnʤA	bɑkinʤe	bɑkɯnʤɑ
bezlArH	bezlɑrɯ	bezleri
denejimlArH	denejimlɑrɯ	denejimleri
fɯrɯnDA	fɯrɯnde	fɯrɯndɑ
gøryntylArHn	gøryntylɑrɯn	gøryntylerin
gørmAH	gørmɑɯ	gørmei
gøzlArHHn	gøzlɑrɯɯn	gøzleriin
hekimlArA	hekimlɑrɑ	hekimlere
køprylH	køpryli	køpryly
kɑplAAn	kɑpleen	kɑplɑɑn
sɯnɑvlArDA	sɯnɑvlerdɑ	sɯnɑvlɑrdɑ
søjleDHklArH	søjletiklɑrɯ	søjledikleri
telefonDA	telefonde	telefondɑ
yʤretlArHn	yʤretlɑrɯn	yʤretlerin
biʧimlArDA	biʧimlɑrdɑ	biʧimlerde
bilimA	bilimɑ	bilime
engellAnmAH	engellɑnmɑɯ	engellenmei
gørynymlH	gørynymli	gørynymly
gørAbilmA	gørebilmɑ	gørebilme
køjDAn	køjdɑn	køjden
kyrlAʃmA	kyrleʃmɑ	kyrleʃme
kɑmpA	kɑmpe	kɑmpɑ
søzʤyklArH	søzʤyklɑrɯ	søzʤykleri
sporHn	sporin	sporun
tytynlArH	tytynlɑrɯ	tytynleri
jykymlHlHk	jykymlɯlɯk	jykymlylyk
jyklAnmAH	jyklɑnmɑɯ	jyklenmei
jɑzmAH	jɑzmei	jɑzmɑɯ
ɑtHp	ɑtip	ɑtɯp
ɑtmAA	ɑtmee	ɑtmɑɑ
bytynlAʃmA	bytynlɑʃmɑ	bytynleʃme
byjyklAr	byjyklɑr	byjykler
distribytørH	distribytøri	distribytøry
dujmADAn	dujmɑden	dujmɑdɑn
ekonomiDAki	ekonomiteki	ekonomideki
elnHzDAki	elnɯzdeki	elnizdeki
enstityHn	enstityin	enstityyn
hɑʧlH	hɑʧli	hɑʧlɯ
irtibɑtA	irtibɑte	irtibɑtɑ
køklArH	køklɑrɯ	køkleri
kesimA	kesimɑ	kesime
kuruluʃDA	kuruluʃte	kuruluʃtɑ
mɑdenlAr	mɑdenlɑr	mɑdenler
petrolHn	petrolun	petrolyn
servislArHn	servislɑrɯn	servislerin
unH	uni	unu
ʧøzymHn	ʧøzymin	ʧøzymyn
ystynlHk	ystynlik	ystynlyk
birimA	birimɑ	birime
gønyllHlArH	gønyllileri	gønyllyleri
hɑlkmHzA	hɑlkmize	hɑlkmɯzɑ
kɑhrɑmɑnlHk	kɑhrɑmɑnlik	kɑhrɑmɑnlɯk
kɑpɑtHp	kɑpɑtip	kɑpɑtɯp
liflArH	liflɑrɯ	lifleri
prensiplAr	prensiplɑr	prensipler
tɑɑhhytlH	tɑɑhhytli	tɑɑhhytly
tɑrɑfmHzDAn	tɑrɑfmizden	tɑrɑfmɯzdɑn
uzɑkDAki	uzɑkteki	uzɑktɑki
jønetimDA	jønetimdɑ	jønetimde
jurtdɯʃɯnDAki	jurtdɯʃɯnteki	jurtdɯʃɯndɑki
bɑʃɑrɯsHzlHk	bɑʃɑrɯsɯzlik	bɑʃɑrɯsɯzlɯk
dostlAr	dostler	dostlɑr
gørynHʃ	gøryniʃ	gørynyʃ
gelinHn	gelinun	gelinin
kɯrHʤH	kɯrɯʤi	kɯrɯʤɯ
kɑjbetmADAn	kɑjbetmɑden	kɑjbetmeden
mɑddelArDA	mɑddelerdɑ	mɑddelerde
pɑzɑrlArA	pɑzɑrlere	pɑzɑrlɑrɑ
renklArDA	renklɑrdɑ	renklerde
syryʤyH	syryʤyi	syryʤyy
syreʧlArHn	syreʧlɑrɯn	syreʧlerin
seʧimlArA	seʧimlɑrɑ	seʧimlere
senɑtoH	senɑtoi	senɑtou
sorumlHlArH	sorumlileri	sorumlulɑrɯ
tɑkɯmmHz	tɑkɯmmiz	tɑkɯmmɯz
tɑrɑflArDAn	tɑrɑflɑrden	tɑrɑflɑrdɑn
ɑʧɯkDA	ɑʧɯkte	ɑʧɯktɑ
bølmA	bølmɑ	bølme
deɰiʃmAAn	deɰiʃmɑɑn	deɰiʃmeen
dozDA	dozde	dozdɑ
hedeflArHn	hedeflɑrɯn	hedeflerin
herʃejA	herʃejɑ	herʃeje
koʃulDA	koʃulde	koʃuldɑ
kusurH	kusuri	kusuru
mɑʧH	mɑʧi	mɑʧɯ
okulDAki	okuldeki	okuldɑki
sɯnɯrlArHHn	sɯnɯrleriin	sɯnɯrlɑrɯɯn
jɑnɯtlAr	jɑnɯtler	jɑnɯtlɑr
ødemADAn	ødemɑden	ødemeden
ʃirketlArDA	ʃirketlɑrdɑ	ʃirketlerde
ɑʧmAH	ɑʧmei	ɑʧmɑɯ
beklemADAn	beklemɑden	beklemeden
dostlArH	dostleri	dostlɑrɯ
eksiklHklAr	eksikliklɑr	eksiklikler
gøzlArm	gøzlɑrm	gøzlerm
hykymlHlArHn	hykymlɯlɑrɯn	hykymlylerin
hukukHHn	hukukɯɯn	hukukuun
illArA	illɑrɑ	illere
inʤelemADA	inʤelemɑdɑ	inʤelemede
istɑtistiklAr	istɑtistiklɑr	istɑtistikler
operɑsjonDA	operɑsjonde	operɑsjondɑ
tutɑrlArH	tutɑrleri	tutɑrlɑrɯ
jɑrH	jɑrɯ	jɑri
jɑvɑʃʧA	jɑvɑʃʧe	jɑvɑʃʧɑ
ølymlAr	ølymlɑr	ølymler
devletlArHHn	devletlɑrɯɯn	devletleriin
kesimlArH	kesimlɑrɯ	kesimleri
nyfuslH	nyfusli	nyfuslu
olɑjlArHHn	olɑjleriin	olɑjlɑrɯɯn
typH	typɯ	typy
tesislArA	tesislɑrɑ	tesislere
jɑʃDAki	jɑʃteki	jɑʃtɑki
doktorlArHn	doktorlerin	doktorlɑrɯn
dujusAl	dujusel	dujusɑl
girHʃlArH	giriʃlɑrɯ	giriʃleri
hɑsɑrlH	hɑsɑrli	hɑsɑrlɯ
ihlɑlH	ihlɑlɯ	ihlɑli
kentlArHn	kentlɑrɯn	kentlerin
meslektɑʃlArmHzHn	meslektɑʃlɑrmizin	meslektɑʃlɑrmɯzɯn
niteliklArA	niteliklɑrɑ	niteliklere
sɑɰlɯksHz	sɑɰlɯksiz	sɑɰlɯksɯz
seminerDA	seminerdɑ	seminerde
ɑlHnʤA	ɑlɯnʤe	ɑlɯnʤɑ
ɑlternɑtiflAr	ɑlternɑtiflɑr	ɑlternɑtifler
ɑrtmAA	ɑrtmee	ɑrtmɑɑ
bildirimDA	bildirimdɑ	bildirimde
etydH	etydi	etydy
gyʧlyklAr	gyʧlyklɑr	gyʧlykler
hɑstɑlArDAn	hɑstɑlɑrden	hɑstɑlɑrdɑn
izlAnAʤAk	izlɑnɑʤɑk	izleneʤek
køtylHk	køtylik	køtylyk
kɑbloH	kɑbloi	kɑblou
kɑvrɑmsAl	kɑvrɑmsel	kɑvrɑmsɑl
krizlAr	krizlɑr	krizler
ormɑnlHk	ormɑnlik	ormɑnlɯk
sɯnɯfDAn	sɯnɯfden	sɯnɯftɑn
teminɑtlAr	teminɑtler	teminɑtlɑr
toprɑkDAn	toprɑkden	toprɑktɑn
ʧekilmA	ʧekilmɑ	ʧekilme
ɑhlɑkH	ɑhlɑki	ɑhlɑkɯ
deɰinmA	deɰinmɑ	deɰinme
denetimA	denetimɑ	denetime
doɰHʃH	doɰiʃi	doɰuʃu
hykymlArHn	hykymlɑrɯn	hykymlerin
sinjɑlH	sinjɑlɯ	sinjɑli
ujgulɑmɑlArDAn	ujgulɑmɑlɑrden	ujgulɑmɑlɑrdɑn
vɑzijetDA	vɑzijetde	vɑzijette
vermAnHz	vermɑnɯz	vermeniz
jɑrɑtArAk	jɑrɑterek	jɑrɑtɑrɑk
ʧizimlArH	ʧizimlɑrɯ	ʧizimleri
øzellHklArDAn	øzelliklɑrden	øzelliklerden
denetimlAr	denetimlɑr	denetimler
eksiklHklArHn	eksikliklɑrɯn	eksikliklerin
erkeklArA	erkeklɑrɑ	erkeklere
firmɑDAn	firmɑden	firmɑdɑn
hɑjɑtmHzHn	hɑjɑtmizin	hɑjɑtmɯzɯn
huzurH	huzuri	huzuru
krediDAn	krediten	krediden
memurHn	memurin	memurun
rɑjlH	rɑjli	rɑjlɯ
søzʤyH	søzʤyi	søzʤyy
syryʤyHn	syryʤyin	syryʤyyn
tyrHn	tyrɯn	tyryn
toplɑHp	toplɑip	toplɑɯp
vermAAʤAk	vermɑɑʤɑk	vermeeʤek
jɑkɯnlHk	jɑkɯnlik	jɑkɯnlɯk
ølymlArHn	ølymlɑrɯn	ølymlerin
bozAn	bozen	bozɑn
dyrystlHk	dyrystlik	dyrystlyk
denetlAmA	denetlɑmɑ	denetleme
etkinlHklArHHn	etkinliklɑrɯɯn	etkinlikleriin
gyneʃDAn	gyneʃden	gyneʃten
metotlArH	metotleri	metotlɑrɯ
tɑʃDAn	tɑʃten	tɑʃtɑn
tutmAH	tutmei	tutmɑɯ
jønetmA	jønetmɑ	jønetme
jɑpmAAn	jɑpmeen	jɑpmɑɑn
ʧorlH	ʧorli	ʧorlu
øɰrenmAH	øɰrenmɑɯ	øɰrenmei
deɰerlendirmAH	deɰerlendirmɑɯ	deɰerlendirmei
disiplinH	disiplinɯ	disiplini
kɑnɑtlH	kɑnɑtli	kɑnɑtlɯ
kɑrɑkteristiklArH	kɑrɑkteristiklɑrɯ	kɑrɑkteristikleri
kɑtlAr	kɑtler	kɑtlɑr
kulyplArH	kulyplɑrɯ	kulypleri
pɑzɑrDAki	pɑzɑrdeki	pɑzɑrdɑki
tytynH	tytyni	tytyny
jykHHn	jykɯɯn	jykyyn
jyzlArH	jyzlɑrɯ	jyzleri
jɑrɑrlAr	jɑrɑrler	jɑrɑrlɑr
ʧɯkDHkDAn	ʧɯkdikten	ʧɯktɯktɑn
ønmHzDA	ønmizde	ønmyzde
ɑʧɯlArDAn	ɑʧɯlɑrden	ɑʧɯlɑrdɑn
bilgisɑjɑrnHzH	bilgisɑjɑrnizi	bilgisɑjɑrnɯzɯ
devletDA	devletde	devlette
ellArHn	ellɑrɯn	ellerin
fotoɰrɑfDA	fotoɰrɑfde	fotoɰrɑftɑ
gørmADAn	gørmɑden	gørmeden
gøzlArHn	gøzlɑrɯn	gøzlerin
gynlArDAn	gynlɑrden	gynlerden
gyzellHklAr	gyzelliklɑr	gyzellikler
gereklArH	gereklɑrɯ	gerekleri
isteklAr	isteklɑr	istekler
kyresAllAʃmAHn	kyresellɑʃmɑɯn	kyreselleʃmein
kɑdrolH	kɑdroli	kɑdrolu
kɑnDAki	kɑnteki	kɑndɑki
modemlAr	modemlɑr	modemler
okuArAk	okuerek	okuɑrɑk
sɑtɯrlArH	sɑtɯrleri	sɑtɯrlɑrɯ
unutmAAlHm	unutmeelim	unutmɑɑlɯm
vɑtɑndɑʃlArmHz	vɑtɑndɑʃlɑrmiz	vɑtɑndɑʃlɑrmɯz
ɑnlAAbilmA	ɑnleebilmɑ	ɑnlɑɑbilme
ɑnlɑAn	ɑnlɑen	ɑnlɑɑn
bølymmHz	bølymmiz	bølymmyz
byjytmA	byjytmɑ	byjytme
belirlemADA	belirlemɑdɑ	belirlemede
dyzejlArDA	dyzejlɑrdɑ	dyzejlerde
devletlArA	devletlɑrɑ	devletlere
gørynHʃH	gørynɯʃɯ	gørynyʃy
gyneʃA	gyneʃɑ	gyneʃe
gidermA	gidermɑ	giderme
iletiʃimA	iletiʃimɑ	iletiʃime
kɑɰɯtlAr	kɑɰɯtler	kɑɰɯtlɑr
kimlArn	kimlɑrn	kimlern
odɑDAn	odɑden	odɑdɑn
rɑporlArDA	rɑporlerdɑ	rɑporlɑrdɑ
sɑbɑhHn	sɑbɑhin	sɑbɑhɯn
sergiDA	sergite	sergide
vyʤutDAki	vyʤutteki	vyʤuttɑki
jyrymA	jyrymɑ	jyryme
jyznʤH	jyznʤi	jyznʤy
øɰretmA	øɰretmɑ	øɰretme
