uf	pred	sf
eɰilimlAr	eɰilimlɑr	eɰilimler
efsɑneA	efsɑneɑ	efsɑnee
enstityHHn	enstityiin	enstityyyn
eserlArDA	eserlɑrdɑ	eserlerde
eskilArA	eskilɑrd	eskilere
formyllArH	formyllɑri	formylleri
gøkjyzyHn	gøkjyzyin	gøkjyzyyn
gyʧlAnmAH	gyʧlɑnmdi	gyʧlenmei
geʧirmADAn	geʧirmdddn	geʧirmeden
gezArAk	gezɑrdk	gezerek
gijmA	gijmɑ	gijme
hɑʤimsAl	hɑʤimsdl	hɑʤimsel
hɑstɑnemHzDA	hɑstɑnemizdɑ	hɑstɑnemizde
hejetA	hejetd	hejete
iʧeriDAn	iʧeridɑn	iʧeriden
kɑbulA	kɑbulɑ	kɑbule
kɑlitelArH	kɑlitelɑri	kɑliteleri
klinikDA	klinikdɑ	klinikte
kurtulHʃH	kurtulɯʃɯ	kurtuluʃu
lɑstiklArH	lɑstiklɑri	lɑstikleri
myʤɑdelelAr	myʤɑdelelɑr	myʤɑdeleler
myejjidelAr	myejjidelɑr	myejjideler
mɑdenlArHn	mɑdenlɑrin	mɑdenlerin
milɑtDAn	milɑtdɑn	milɑttɑn
niteliklArHHn	niteliklɑriin	nitelikleriin
oluklH	oluklɯ	oluklu
operɑtørHn	operɑtørin	operɑtøryn
otH	otɯ	otu
pɑrtilArDAn	pɑrtilɑrdɑn	pɑrtilerden
sytunHn	sytunin	sytunun
soɰukDA	soɰukdɑ	soɰuktɑ
uʧsHz	uʧsɯz	uʧsuz
vɑlilAr	vɑlilɑr	vɑliler
jønergeDA	jønergedi	jønergede
jɑɰmurH	jɑɰmurɯ	jɑɰmuru
jɑklɑʃDHkʧA	jɑklɑʃdɯkʧɑ	jɑklɑʃtɯkʧɑ
jɑzDHkDAn	jɑzdɯkdɑn	jɑzdɯktɑn
jetkilArHHn	jetkilɑriin	jetkileriin
jetkiA	jetkii	jetkie
zeminlArDA	zeminlɑrdɑ	zeminlerde
ʧɯkHʃDA	ʧɯkɯʃdɑ	ʧɯkɯʃtɑ
ʧɑmurH	ʧɑmurɯ	ʧɑmuru
ʧekerlAr	ʧekerlɑr	ʧekerler
ʧevrelArHn	ʧevrelɑrin	ʧevrelerin
ødeDHklArH	ødediklɑri	ødedikleri
ødevlArH	ødevlɑri	ødevleri
ønʤeliklAr	ønʤeliklɑr	ønʤelikler
ʃehirlArA	ʃehirlɑrɑ	ʃehirlere
yʧnʤHlHk	yʧnʤilik	yʧnʤylyk
yrynDAn	yrynddn	yrynden
ɑktivitelArA	ɑktivitelɑrɑ	ɑktivitelere
ɑlAbilAn	ɑlɑbilɑn	ɑlɑbilen
ɑnneDAn	ɑnnedɑn	ɑnneden
ɑnneA	ɑnneɑ	ɑnnee
ɑnomɑlilArH	ɑnomɑlilɑri	ɑnomɑlileri
ɑvHn	ɑvin	ɑvɯn
ɑvʤɯlHk	ɑvʤɯlik	ɑvʤɯlɯk
ɑzɑlmADA	ɑzɑlmɑdɑ	ɑzɑlmɑtɑ
birejlArHHn	birejlɑriin	birejleriin
birleʃAn	birleʃɑn	birleʃen
blokH	blokɯ	bloku
bonoH	bonoɯ	bonou
ʤumhurijetA	ʤumhurijetɑ	ʤumhurijete
dønyʃymlArH	dønyʃymlɑri	dønyʃymleri
deɰiʃiklHklArDAn	deɰiʃikliklɑrdɑn	deɰiʃikliklerden
derinA	derind	derine
dillArHHn	dillɑriin	dilleriin
eɰitimlArHn	eɰitimlɑrin	eɰitimlerin
eʃlArH	eʃlɑri	eʃleri
elbetDAki	elbetddki	elbetteki
etiketlAr	etiketlɑr	etiketler
evrelArH	evrelɑri	evreleri
fɑkyltelArn	fɑkyltelɑrn	fɑkyltelern
gørynymDA	gørynymdi	gørynymde
gørDHkʧA	gørdikʧɑ	gørdykʧe
gøzHHn	gøziin	gøzyyn
gylArAk	gylɑrɑk	gylerek
gyvenArAk	gyvenɑrdk	gyvenerek
gelmAmAH	gelmɑmɑi	gelmemei
gereksinimlAr	gereksinimlɑr	gereksinimler
hykymlHHn	hykymliin	hykymlyyn
hɑdiselAr	hɑdiselɑr	hɑdiseler
hɑlHHn	hɑlɯɯn	hɑliin
hɑrflH	hɑrflɯ	hɑrfli
hɑvuzlArH	hɑvuzlɑri	hɑvuzlɑrɯ
ilgilHlArH	ilgililɑri	ilgilileri
istɑsjonHHn	istɑsjonɯɯn	istɑsjonuun
køjlHlArH	køjlɯlɑri	køjlyleri
kyʧyklAr	kyʧyklɑr	kyʧykler
kimDAn	kimdɑn	kimden
kimseDAn	kimseddn	kimseden
klɑsørHn	klɑsørin	klɑsøryn
kuʃH	kuʃɯ	kuʃu
kuvvetA	kuvveti	kuvvete
myzeDA	myzedi	myzede
memleketmHzDA	memleketmizdɑ	memleketmizde
merʤilAr	merʤilɑr	merʤiler
mejvelArHn	mejvelɑrin	mejvelerin
molekyllArH	molekyllɑri	molekylleri
neDA	nedɑ	nede
netiʤelAr	netiʤelɑr	netiʤeler
otomobillAr	otomobillɑr	otomobiller
prosedyrlAr	prosedyrlɑr	prosedyrler
syslAAn	sysldɑn	sysleen
senelAr	senelɑr	seneler
sitelArA	sitelɑrɑ	sitelere
typlAr	typlɑr	typler
tɑbloHHn	tɑbloɯɯn	tɑblouun
tɑvizlAr	tɑvizlɑr	tɑvizler
teʃekkyrlArmH	teʃekkyrlɑrmi	teʃekkyrlermi
teʤɑvyzA	teʤɑvyzd	teʤɑvyze
tehditlAr	tehditlɑr	tehditler
vɑzgeʧmA	vɑzgeʧmɑ	vɑzgeʧme
vurulAn	vuruldn	vurulɑn
jønlArDAn	jønlɑrdɑn	jønlerden
jyryHʃlArH	jyryiʃlɑri	jyryyʃleri
jyzlAr	jyzlɑr	jyzler
jɑhudilArHn	jɑhudilɑrin	jɑhudilerin
jɑrɑtDHklArH	jɑrɑtdɯklɑrɯ	jɑrɑttɯklɑrɯ
jenilHklArDAn	jeniliklɑrdɑn	jeniliklerden
ʧɑlɯʃAbilAn	ʧɑlɯʃɑbilɑn	ʧɑlɯʃɑbilen
ʧeklArHn	ʧeklɑrin	ʧeklerin
ʧeliʃkilAr	ʧeliʃkilɑr	ʧeliʃkiler
ødylHn	ødylin	ødylyn
ødeneklArH	ødeneklɑri	ødenekleri
øzetlAmA	øzetlɑmɑ	øzetleme
yretiʤiA	yretiʤii	yretiʤie
yzylArAk	yzylɑrdk	yzylerek
ɑʧDHklArH	ɑʧdɯklɑrɯ	ɑʧtɯklɑrɯ
ɑʤentelArH	ɑʤentelɑri	ɑʤenteleri
ɑdɑptørH	ɑdɑptøri	ɑdɑptøry
ɑdetlArH	ɑdetlɑri	ɑdetleri
ɑrɑlɯkDA	ɑrɑlɯkdɑ	ɑrɑlɯktɑ
bɑroHn	bɑroɯn	bɑroun
birejlArDAn	birejlɑrdɑn	birejlerden
bitymlH	bitymli	bitymly
dɯʃDA	dɯʃdɑ	dɯʃtɑ
dønyʃymlAr	dønyʃymlɑr	dønyʃymler
dønAlHm	dønɑlim	dønelim
dønerlAr	dønerlɑr	dønerler
delegelArHn	delegelɑrin	delegelerin
dillArA	dillɑrɑ	dillere
dizinA	dizind	dizine
durHʃH	durɯʃɯ	duruʃu
elimDAki	elimddki	elimdeki
erDAn	erddn	erden
fɑɑlijetlArDAn	fɑɑlijetlɑrdɑn	fɑɑlijetlerden
gøvdelArH	gøvdelɑri	gøvdeleri
gylymseArAk	gylymseɑrdk	gylymseerek
geʧmAlArH	geʧmɑlɑri	geʧmeleri
geʤikmADAn	geʤikmdddn	geʤikmeden
hizmetnHzDA	hizmetnizdɑ	hizmetnizde
hizmetlArmHzH	hizmetlɑrmizi	hizmetlermizi
ihɑlelArA	ihɑlelɑrɑ	ihɑlelere
ilgiA	ilgii	ilgie
illArDAki	illɑrddki	illerdeki
inmA	inmd	inme
kɯjɑfetlAr	kɯjɑfetlɑr	kɯjɑfetler
kømyrlArHn	kømyrlɑrin	kømyrlerin
kɑbloHn	kɑbloɯn	kɑbloun
kɑrelAr	kɑrelɑr	kɑreler
kɑtegoriA	kɑtegoriɑ	kɑtegorie
kitɑpDAki	kitɑpdɑki	kitɑptɑki
korkuHn	korkuɯn	korkuun
meʤlisDAn	meʤlisdɑn	meʤlisten
motiflArH	motiflɑri	motifleri
nøbetlAr	nøbetlɑr	nøbetler
oluʃumHn	oluʃumɯn	oluʃumun
poliplAr	poliplɑr	polipler
sevDHklArH	sevdiklɑri	sevdikleri
sonunʤuH	sonunʤuɯ	sonunʤuu
sorunmHz	sorunmɯz	sorunmuz
strɑteʒilArHHn	strɑteʒilɑriin	strɑteʒileriin
tyrDAki	tyrddki	tyrdeki
tɑrifeA	tɑrifeɑ	tɑrifee
teʃebbyslArH	teʃebbyslɑri	teʃebbysleri
tezlArH	tezlɑri	tezleri
uʧurumHn	uʧurumɯn	uʧurumun
umutlH	umutlɯ	umutlu
ujumsHzlHk	ujumsɯzlɯk	ujumsuzluk
vermAmHz	vermɑmiz	vermemiz
jyzAr	jyzɑr	jyzer
jenilAʃmA	jenildʃmɑ	jenileʃme
ʧevrenHzDA	ʧevrenizdi	ʧevrenizde
ʧiftʧilArHn	ʧiftʧilɑrin	ʧiftʧilerin
øɰrenArAk	øɰrenɑrdk	øɰrenerek
ɑdresDA	ɑdresdɑ	ɑdreste
ɑktivitelArHn	ɑktivitelɑrin	ɑktivitelerin
ɑlemDA	ɑlemdɑ	ɑlemde
ɑntrenørH	ɑntrenøri	ɑntrenøry
ɑrɑzilArDA	ɑrɑzilɑrdɑ	ɑrɑzilerde
bɑʃsɑvʤɯH	bɑʃsɑvʤɯi	bɑʃsɑvʤɯɯ
bɑʃvurulArHHn	bɑʃvurulɑriin	bɑʃvurulɑrɯɯn
bɑsitʧA	bɑsitʧɑ	bɑsitʧe
bedellAr	bedellɑr	bedeller
belgelAAn	belgelddn	belgeleen
besinlArH	besinlɑri	besinleri
ʤinsAllHk	ʤinsdllik	ʤinsellik
ʤinsDAn	ʤinsddn	ʤinsten
defterlArHn	defterlɑrin	defterlerin
denetimlArDA	denetimlɑrdɑ	denetimlerde
denetlAAn	denetlddn	denetleen
devirlArDA	devirlɑrdɑ	devirlerde
eɰitimlArHHn	eɰitimlɑriin	eɰitimleriin
esinlAnArAk	esinlɑnɑrɑk	esinlenerek
etkilAnmAH	etkilɑnmɑi	etkilenmei
fɑkylteDAn	fɑkyltedɑn	fɑkylteden
gøryʃlArmHzH	gøryʃlɑrmizi	gøryʃlermizi
gyʧsHzlHk	gyʧsizlik	gyʧsyzlyk
gyryltyH	gyryltyi	gyryltyy
geleʤeklAr	geleʤeklɑr	geleʤekler
kɑmpusH	kɑmpusɯ	kɑmpusu
kɑtDAki	kɑtdɑki	kɑttɑki
klorlH	klorlɯ	klorlu
kontrolHn	kontrolɯn	kontrolyn
konutHn	konutɯn	konutun
liderlArHn	liderlɑrin	liderlerin
myʃterilArnHzHn	myʃterilɑrnizin	myʃterilernizin
miljonHn	miljonɯn	miljonun
nesillArHn	nesillɑrin	nesillerin
nesnelArA	nesnelɑrd	nesnelere
ofislAr	ofislɑr	ofisler
optimizɑsjonH	optimizɑsjonɯ	optimizɑsjonu
protokolHn	protokolɯn	protokolyn
søzleʃmelArHHn	søzleʃmelɑriin	søzleʃmeleriin
sɑɑtlArA	sɑɑtlɑrɑ	sɑɑtlere
seminerlArA	seminerlɑrd	seminerlere
sinirlArHn	sinirlɑrin	sinirlerin
sunAbilmA	sunɑbilmd	sunɑbilme
sunuʤuHn	sunuʤuɯn	sunuʤuun
tymørH	tymøri	tymøry
tyrkylArH	tyrkylɑri	tyrkyleri
tytynlArA	tytynlɑrd	tytynlere
tɑkvimDA	tɑkvimdɑ	tɑkvimde
teʃviklAr	teʃviklɑr	teʃvikler
turizmDA	turizmdɑ	turizmde
tutAbilmA	tutɑbilmd	tutɑbilme
tutHʃ	tutɯʃ	tutuʃ
tutukluHn	tutukluɯn	tutukluun
ulɑʃDHkDAn	ulɑʃdɯkdɑn	ulɑʃtɯktɑn
unutHp	unutɯp	unutup
jønetimDAn	jønetimddn	jønetimden
jyrytmeA	jyrytmei	jyrytmee
jyzdelArH	jyzdelɑri	jyzdeleri
ʧizimA	ʧizimd	ʧizime
ynitelArHn	ynitelɑrin	ynitelerin
ɑnɑlizA	ɑnɑlizɑ	ɑnɑlize
byjyHp	byjyip	byjyyp
bɑʃørtyH	bɑʃørtyi	bɑʃørtyy
bɑsɑmɑkDA	bɑsɑmɑkdɑ	bɑsɑmɑktɑ
belirtmA	belirtmd	belirtme
biʧimlAr	biʧimlɑr	biʧimler
birejlArDA	birejlɑrdɑ	birejlerde
ʤepheDAn	ʤepheddn	ʤepheden
ʤepheA	ʤephei	ʤephee
ʤiroH	ʤiroi	ʤirou
dɑvetA	dɑvetɑ	dɑvete
depresjonH	depresjonɯ	depresjonu
dikilAn	dikildn	dikilen
disketA	disketd	diskete
eʤzɑnelArDA	eʤzɑnelɑrdɑ	eʤzɑnelerde
enzimlArHn	enzimlɑrin	enzimlerin
etkilAmHʃ	etkilɑmiʃ	etkilemiʃ
gørynmAH	gørynmdi	gørynmei
gøtyrmA	gøtyrmd	gøtyrme
gynʤellAnmAH	gynʤellɑnmɑi	gynʤellenmei
gynlH	gynli	gynly
geʤikmAlAr	geʤikmɑlɑr	geʤikmeler
gereksinmA	gereksinmd	gereksinme
gitmADA	gitmddɑ	gitmete
hɑllArA	hɑllɑrɑ	hɑllere
hizmetnHzA	hizmetnizd	hizmetnize
ikiDAn	ikidɑn	ikiden
køjlArDAn	køjlɑrdɑn	køjlerden
kyltyrDA	kyltyrdd	kyltyrde
kymelAr	kymelɑr	kymeler
kɑlɯnlHkDA	kɑlɯnlɯkdɑ	kɑlɯnlɯktɑ
kɑpɑsitelArHHn	kɑpɑsitelɑriin	kɑpɑsiteleriin
kemiklArDA	kemiklɑrdɑ	kemiklerde
kirletAn	kirletdn	kirleten
korkulH	korkulɯ	korkulu
koroH	koroɯ	korou
koruHp	koruɯp	koruup
motivɑsjonH	motivɑsjonɯ	motivɑsjonu
nɑmuslH	nɑmuslɯ	nɑmuslu
normɑlHn	normɑlɯn	normɑlin
oluʃumHHn	oluʃumɯɯn	oluʃumuun
resimlArA	resimlɑrɑ	resimlere
rezeksijonH	rezeksijonɯ	rezeksijonu
rolHHn	rolɯɯn	rolyyn
søzleʃmelArA	søzleʃmelɑrɑ	søzleʃmelere
sɑɰlɑmADAn	sɑɰlɑmɑdɑn	sɑɰlɑmɑtɑn
sɑhilDA	sɑhildɑ	sɑhilde
sembollArH	sembollɑrɯ	sembolleri
senɑrjoH	senɑrjoɯ	senɑrjou
simgelAr	simgelɑr	simgeler
simgelAAn	simgelddn	simgeleen
stɑtyA	stɑtyɑ	stɑtye
temelDAn	temelddn	temelden
tempoH	tempoi	tempou
tenʤereDA	tenʤeredi	tenʤerede
uzunlukDA	uzunlukdɑ	uzunluktɑ
vermAlH	vermɑli	vermeli
jyklAnHʤHA	jykldniʤii	jykleniʤie
jyrymAH	jyrymdi	jyrymei
jetiʃmAH	jetiʃmɑi	jetiʃmei
jollH	jollɯ	jollu
ʧiftʧiA	ʧiftʧii	ʧiftʧie
ønemlHlArH	ønemlilɑri	ønemlileri
øzetlAr	øzetlɑr	øzetler
ʃekillArHn	ʃekillɑrin	ʃekillerin
ylkemHzDAn	ylkemizddn	ylkemizden
yniversitelArHHn	yniversitelɑriin	yniversiteleriin
ɑnɑlizDA	ɑnɑlizdɑ	ɑnɑlizde
ɑjrɯlDHkDAn	ɑjrɯldɯkdɑn	ɑjrɯldɯktɑn
byjyklArHn	byjyklɑrin	byjyklerin
beklAnmAH	beklɑnmɑi	beklenmei
belirlemAH	belirlemdi	belirlemei
bilAlHm	bilɑlim	bilelim
ʤɑmilAr	ʤɑmilɑr	ʤɑmiler
døllAnmA	døllɑnmɑ	døllenme
dønHnʤA	døninʤɑ	dønynʤe
dyzenlemAlArDA	dyzenlemɑlɑrdi	dyzenlemelerde
deɰiʃmADA	deɰiʃmɑdɑ	deɰiʃmete
deɰiʃmAlArH	deɰiʃmɑlɑri	deɰiʃmeleri
deliklAr	deliklɑr	delikler
depremlArH	depremlɑri	depremleri
deriDAn	deridɑn	deriden
desteklAmAA	desteklɑmɑɑ	desteklemee
dinleArAk	dinleɑrɑk	dinleerek
dolHp	dolɯp	dolup
dostmHz	dostmɯz	dostmuz
efektlAr	efektlɑr	efektler
ekonomilAr	ekonomilɑr	ekonomiler
ekonomilArH	ekonomilɑri	ekonomileri
ellArnHzH	ellɑrnizi	ellernizi
etkilAmAH	etkilɑmɑi	etkilemei
formyllAr	formyllɑr	formyller
gøkjyzynH	gøkjyzyni	gøkjyzyny
gøndermAA	gøndermɑi	gøndermee
gørevlHlArA	gørevlilɑri	gørevlilere
gørmAHn	gørmɑin	gørmein
gøvdeA	gøvdei	gøvdee
geʤikmAH	geʤikmii	geʤikmei
geniʃlAmHʃ	geniʃlɑmiʃ	geniʃlemiʃ
gerekAnH	gerekɑni	gerekeni
girmAnHzDAn	girmdnizdɑn	girmenizden
grɑfikDA	grɑfikdɑ	grɑfikte
hɑjɑllArH	hɑjɑllɑrɯ	hɑjɑlleri
hisselAr	hisselɑr	hisseler
hisselArHn	hisselɑrin	hisselerin
hitlAr	hitlɑr	hitler
iʧmHzA	iʧmizd	iʧmize
ijilAʃmAH	ijildʃmɑɯ	ijileʃmei
kɑrɑrnɑmelAr	kɑrɑrnɑmelɑr	kɑrɑrnɑmeler
kɑtegorilAr	kɑtegorilɑr	kɑtegoriler
krizlArHn	krizlɑrin	krizlerin
kullHk	kullɯk	kulluk
myesseselArH	myesseselɑri	myesseseleri
mɑlijetA	mɑlijetɑ	mɑlijete
merdivenlAr	merdivenlɑr	merdivenler
mezunlArHn	mezunlɑrin	mezunlɑrɯn
pɑrlɑmentoHn	pɑrlɑmentoin	pɑrlɑmentoun
proseslArH	proseslɑri	prosesleri
syrymlArH	syrymlɑri	syrymleri
sɑɰlAnmADA	sɑɰlɑnmɑdɑ	sɑɰlɑnmɑtɑ
seslArHHn	seslɑriin	sesleriin
sinyslAr	sinyslɑr	sinysler
testlArDA	testlɑrdɑ	testlerde
testlArHHn	testlɑriin	testleriin
torunH	torunɯ	torunu
ujumsHz	ujumsɯz	ujumsuz
velilArHn	velilɑrin	velilerin
jyksekøɰretimA	jyksekøɰretimd	jyksekøɰretime
jyzejDAn	jyzejdɑn	jyzejden
jɑrɯʃDA	jɑrɯʃdɑ	jɑrɯʃtɑ
ʃɑrtnɑmeDA	ʃɑrtnɑmedɑ	ʃɑrtnɑmede
ʃubelArA	ʃubelɑrɑ	ʃubelere
ɑɰɑʧDAn	ɑɰɑʧdɑn	ɑɰɑʧtɑn
bɑnjoH	bɑnjoɯ	bɑnjou
bebeklArA	bebeklɑrd	bebeklere
benA	bend	bene
bitmAAn	bitmɑɑn	bitmeen
bizlerDAn	bizlerddn	bizlerden
ʤinɑjetlAr	ʤinɑjetlɑr	ʤinɑjetler
døkmA	døkmɑ	døkme
dønemlArHn	dønemlɑrin	dønemlerin
dyʃmA	dyʃmɑ	dyʃme
dynA	dynd	dyne
deriA	derii	derie
desteklAmAH	desteklɑmɑi	desteklemei
dolulHk	dolulɯk	doluluk
dujuH	dujui	dujuu
eleʃtirAn	eleʃtirdn	eleʃtiren
evlenmA	evlenmd	evlenme
fertlArHn	fertlɑrin	fertlerin
filmlArHHn	filmlɑriin	filmleriin
gøryntylAnAn	gøryntylɑndn	gøryntylenen
gøryH	gøryi	gøryy
gørmAnHz	gørmɑnɯz	gørmeniz
gøzlAnmAH	gøzlɑnmɑɯ	gøzlenmei
gynlArHHn	gynlɑriin	gynleriin
gyzellHklArHn	gyzelliklɑrin	gyzelliklerin
geleneklAr	geleneklɑr	gelenekler
geniʃlikDA	geniʃlikdi	geniʃlikte
gibilAr	gibilɑr	gibiler
gijAn	gijdn	gijen
hɑmmɑddelArHn	hɑmmɑddelɑrin	hɑmmɑddelerin
iletAn	iletdn	ileten
ilgiDAn	ilgidɑn	ilgiden
ilgilenmA	ilgilenmd	ilgilenme
kyrlAʃAn	kyrldʃɑn	kyrleʃen
kytyphɑnelArHn	kytyphɑnelɑrin	kytyphɑnelerin
kɑbulnH	kɑbulnɯ	kɑbulny
kɑdemeDAki	kɑdemeddki	kɑdemedeki
kɑdroHHn	kɑdroɯɯn	kɑdrouun
kɑlemlArHHn	kɑlemlɑriin	kɑlemleriin
kɑtegorilArH	kɑtegorilɑri	kɑtegorileri
kemerlArH	kemerlɑri	kemerleri
koʃullH	koʃullɯ	koʃullu
konserDA	konserdɑ	konserde
kriterlArHn	kriterlɑrin	kriterlerin
kurtulHp	kurtulɯp	kurtulup
lɑstiklArHn	lɑstiklɑrin	lɑstiklerin
lezjonH	lezjonɯ	lezjonu
listelArDA	listelɑrdɑ	listelerde
mydyrlArHHn	mydyrlɑriin	mydyrleriin
mydɑhɑleA	mydɑhɑleɑ	mydɑhɑlee
myrɑʤɑɑtDA	myrɑʤɑɑtdɑ	myrɑʤɑɑttɑ
myzɑkerelArH	myzɑkerelɑri	myzɑkereleri
modylɑsjonH	modylɑsjonɯ	modylɑsjonu
notHn	notɯn	notun
oʤɑkDA	oʤɑkdɑ	oʤɑktɑ
ortɑlɯkDA	ortɑlɯkdɑ	ortɑlɯktɑ
otobysH	otobysi	otobysy
otobysA	otobysd	otobyse
pɑrsellArHn	pɑrsellɑrin	pɑrsellerin
pulH	pulɯ	pulu
reʧetelArHn	reʧetelɑrin	reʧetelerin
rekorH	rekorɯ	rekoru
søjleHnʤA	søjleinʤd	søjleinʤe
sytunlArH	sytunlɑri	sytunlɑrɯ
senɑtoHn	senɑtoɯn	senɑtoun
sijɑsilAr	sijɑsilɑr	sijɑsiler
tɑhlillArH	tɑhlillɑri	tɑhlilleri
toplummHz	toplummɯz	toplummuz
turlH	turlɯ	turlu
verAʤAklAr	verɑʤdklɑr	vereʤekler
jykselDHkʧA	jykseldikʧɑ	jykseldikʧe
jyrytmADA	jyrytmddɑ	jyrytmete
jolsuzlHklArHn	jolsuzlɯklɑrɯn	jolsuzluklɑrɯn
zeminlAr	zeminlɑr	zeminler
zijɑretʧHlArH	zijɑretʧilɑri	zijɑretʧileri
ʧøkHʃ	ʧøkiʃ	ʧøkyʃ
ʧøzymlAmAH	ʧøzymlɑmɑi	ʧøzymlemei
ʧekmADA	ʧekmddɑ	ʧekmete
ʧekDHklArH	ʧekdiklɑri	ʧektikleri
ølymsHz	ølymsiz	ølymsyz
ølHnʤAA	ølinʤdɑ	ølynʤee
ønlemAHn	ønlemdin	ønlemein
øzgyrlHklArHHn	øzgyrliklɑriin	øzgyrlykleriin
ɑʧmADA	ɑʧmɑdɑ	ɑʧmɑtɑ
ɑlɯʃveriʃlArDA	ɑlɯʃveriʃlɑrdɑ	ɑlɯʃveriʃlerde
ɑmirlAr	ɑmirlɑr	ɑmirler
ɑnɑdilDA	ɑnɑdildɑ	ɑnɑdilde
bølmA	bølmɑ	bølme
bɑʃlɯkDA	bɑʃlɯkdɑ	bɑʃlɯktɑ
birikimlArH	birikimlɑri	birikimleri
bitHnʤAA	bitinʤdɑ	bitinʤee
bulHʃlAr	bulɯʃlɑr	buluʃlɑr
ʤemijetlAr	ʤemijetlɑr	ʤemijetler
ʤinsijetA	ʤinsijetd	ʤinsijete
dyzeltmAA	dyzeltmdi	dyzeltmee
deɰiʃiklHklArHHn	deɰiʃikliklɑriin	deɰiʃiklikleriin
dengeA	dengei	dengee
dileAn	dileɑn	dileen
doɰHp	doɰɯp	doɰup
eleʃtirilArA	eleʃtirilɑrd	eleʃtirilere
enstitylAr	enstitylɑr	enstityler
enstitymHz	enstitymiz	enstitymyz
eserlArA	eserlɑrd	eserlere
etDHkʧA	etdikʧɑ	ettikʧe
fɑizlArHn	fɑizlɑrin	fɑizlerin
fɑktørHHn	fɑktøriin	fɑktøryyn
felɑketA	felɑketɑ	felɑkete
gønyllylAr	gønyllylɑr	gønyllyler
gøndermAH	gøndermdi	gøndermei
gørevlHA	gørevlii	gørevlie
geʧDHklArH	geʧdiklɑri	geʧtikleri
geliʃDHkʧA	geliʃdikʧɑ	geliʃtikʧe
grevlArH	grevlɑri	grevleri
hykymetʧA	hykymetʧɑ	hykymetʧe
hɑkikɑtH	hɑkikɑtɯ	hɑkikɑti
hɑlDAki	hɑldɑki	hɑldeki
hukukʧHlAr	hukukʧilɑr	hukukʧulɑr
iʃverenlArHn	iʃverenlɑrin	iʃverenlerin
inDA	indd	inde
internetDAki	internetddki	internetteki
istekDA	istekdi	istekte
itAn	itɑn	iten
køjlArHHn	køjlɑrɯɯn	køjleriin
kyʧylAn	kyʧylɑn	kyʧylen
kɑjdetmA	kɑjdetmɑ	kɑjdetme
kesitlArDA	kesitlɑrdɑ	kesitlerde
kiliseA	kilisei	kilisee
kriterlArHHn	kriterlɑriin	kriterleriin
lekelArH	lekelɑri	lekeleri
myzɑkerelArA	myzɑkerelɑrɑ	myzɑkerelere
mɑɰdurH	mɑɰdurɯ	mɑɰduru
metinlArDA	metinlɑrdɑ	metinlerde
misjonmHz	misjonmɯz	misjonmuz
modelDAn	modeldɑn	modelden
otobyslAr	otobyslɑr	otobysler
potɑnsijellArH	potɑnsijellɑri	potɑnsijelleri
profesjonellAr	profesjonellɑr	profesjoneller
sɑntrɑllArH	sɑntrɑllɑrɯ	sɑntrɑlleri
tɑhɑkkukH	tɑhɑkkukɯ	tɑhɑkkuku
tepkilArHn	tepkilɑrin	tepkilerin
tespitlAr	tespitlɑr	tespitler
tipDAki	tipddki	tipteki
verAbilmAH	veribilmdi	verebilmei
verHnʤA	verinʤd	verinʤe
vitɑminlAr	vitɑminlɑr	vitɑminler
jønetmAA	jønetmɑɑ	jønetmee
jyrytDHklArH	jyrytdiklɑri	jyryttykleri
jokDAn	jokdɑn	joktɑn
ʧyrymA	ʧyrymd	ʧyryme
ʧevrelArDA	ʧevrelɑrdɑ	ʧevrelerde
ʧevremHzDA	ʧevremizdi	ʧevremizde
ølʧAn	ølʧɑn	ølʧen
ølymlArHHn	ølymlɑriin	ølymleriin
ønerilArA	ønerilɑrd	ønerilere
ørtyHHn	ørtyiin	ørtyyyn
ʃebekeA	ʃebekei	ʃebekee
ʃiʃirmA	ʃiʃirmi	ʃiʃirme
yrynmHz	yrynmiz	yrynmyz
ɑktivitelArHHn	ɑktivitelɑriin	ɑktiviteleriin
bytynHn	bytynin	bytynyn
bɑhʧelArDA	bɑhʧelɑrdɑ	bɑhʧelerde
bojHHn	bojɯin	bojuun
bozuklHklArHn	bozuklɯklɑrɯn	bozukluklɑrɯn
bulunmADAn	bulunmɑdɑn	bulunmɑtɑn
ʤymleDA	ʤymledi	ʤymlede
dyɰmelArH	dyɰmelɑri	dyɰmeleri
dyʃynʤeDA	dyʃynʤedi	dyʃynʤede
dyzenlAnmADA	dyzenlɑnmddɑ	dyzenlenmete
deɰerlendirmAlArnH	deɰerlendirmɑlɑrni	deɰerlendirmelerni
demokrɑsilArDA	demokrɑsilɑrdɑ	demokrɑsilerde
denetʧilArHn	denetʧilɑrin	denetʧilerin
desteklAArAk	desteklɑɑrɑk	destekleerek
eklAnHnʤA	ekldninʤd	ekleninʤe
ekDAki	ekddki	ekteki
elementlArH	elementlɑri	elementleri
emperjɑlizmA	emperjɑlizmɑ	emperjɑlizme
engellAArAk	engellɑɑrɑk	engelleerek
etmADHklArH	etmddiklɑri	etmedikleri
gøryʃHp	gøryʃip	gøryʃyp
gynʤellAnAn	gynʤellɑndn	gynʤellenen
gelirA	geliri	gelire
hɑvuzlH	hɑvuzli	hɑvuzlu
ilgilenmAA	ilgilenmdi	ilgilenmee
ipA	ipɑ	ipe
isteklArnHzH	isteklɑrnizi	isteklernizi
