Word	UF	SF	Freq
neuroradiologian	neurorɑdiologiɑn	neurorɑdiologiɑn	3
niemekkeellä	niemekkeellA	niemekkeellæ	3
nummijärvelle	nummijærvelle	nummijærvelle	3
olympiavuotta	olympiɑvuottA	olympiɑvuottɑ	3
oppimistani	oppimistAni	oppimistɑni	3
orkesterisäestyksen	orkesterisæestUksen	orkesterisæestyksen	3
palkintopallia	pɑlkintopɑlliA	pɑlkintopɑlliɑ	3
pelastusliittojen	pelɑstUsliittojen	pelɑstusliittojen	3
pelihalliin	pelihɑlliin	pelihɑlliin	3
peltiseen	peltiseen	peltiseen	3
pianojen	piɑnojen	piɑnojen	3
pidettykään	pidettUkAAn	pidettykææn	3
piirakoista	piirɑkoistA	piirɑkoistɑ	3
piirtämistään	piirtæmistAAn	piirtæmistææn	3
povellaan	povellAAn	povellɑɑn	3
puhdistamourakka	puhdistɑmourɑkkɑ	puhdistɑmourɑkkɑ	3
pukeutumistiloissa	pukeUtUmistiloissA	pukeutumistiloissɑ	3
pyllyt	pyllyt	pyllyt	3
quijoteksi	kuijoteksi	kuijoteksi	3
reformaatiota	reformɑɑtiotA	reformɑɑtiotɑ	3
rentoutuneeksi	rentoutUneeksi	rentoutuneeksi	3
riskeeraamatta	riskeerɑɑmAttA	riskeerɑɑmɑttɑ	3
ryöppyyn	ryøppyUn	ryøppyyn	3
sairastuttuani	sɑirɑstuttuAni	sɑirɑstuttuɑni	3
saksipotku	sɑksipotku	sɑksipotku	3
seurustelet	seurustelet	seurustelet	3
sijoittajasta	sijoittɑjAstA	sijoittɑjɑstɑ	3
sokeripitoisuuteen	sokeripitoisUUteen	sokeripitoisuuteen	3
suksitehtaan	suksitehtɑɑn	suksitehtɑɑn	3
suomalaismenestykseen	suomɑlɑismenestykseen	suomɑlɑismenestykseen	3
suomestahan	suomestAhAn	suomestɑhɑn	3
suunnittelupuolen	suunnittelUpuolen	suunnittelupuolen	3
teatterinukkien	teɑtterinukkien	teɑtterinukkien	3
tehdaskiinteistöt	tehdɑskiinteistøt	tehdɑskiinteistøt	3
tenttiajat	tenttiɑjɑt	tenttiɑjɑt	3
tiedonsirujen	tiedonsirujen	tiedonsirujen	3
tipautettu	tipɑutettU	tipɑutettu	3
toimenpiteenään	toimenpiteenAAn	toimenpiteenææn	3
toinin	toinin	toinin	3
toistumassa	toistumAssA	toistumɑssɑ	3
tuomiojalta	tuomiojɑltA	tuomiojɑltɑ	3
tuontitavaroille	tuontitɑvɑroille	tuontitɑvɑroille	3
tähtikultti	tæhtikultti	tæhtikultti	3
umpikaivolietteiden	umpikɑivolietteiden	umpikɑivolietteiden	3
uratie	urɑtie	urɑtie	3
uudistumisprosessin	uudistUmisprosessin	uudistumisprosessin	3
uutislähteenä	uutislæhteenA	uutislæhteenæ	3
vaihtopisteitä	vɑihtopisteitA	vɑihtopisteitæ	3
vajarakennus	vɑjɑrɑkennUs	vɑjɑrɑkennus	3
vakoniemi	vɑkoniemi	vɑkoniemi	3
valitusaste	vɑlitUsɑste	vɑlitusɑste	3
valtapoliittinen	vɑltɑpoliittinen	vɑltɑpoliittinen	3
velkajärjestelyllä	velkɑjærjestelUllA	velkɑjærjestelyllæ	3
venäläislähteet	venælæislæhteet	venælæislæhteet	3
veromarkkojaan	veromɑrkkojAAn	veromɑrkkojɑɑn	3
vetäjäpula	vetæjApulɑ	vetæjæpulɑ	3
viljelytiloja	viljelUtilojA	viljelytilojɑ	3
vuorokone	vuorokone	vuorokone	3
vähempäänkin	væhempAAnkin	væhempæænkin	3
väliinputoajaryhmä	væliinputoɑjAryhmæ	væliinputoɑjɑryhmæ	3
yhteysupseerin	yhteysupseerin	yhteysupseerin	3
yksityiskäytöstä	yksityiskæytøstA	yksityiskæytøstæ	3
yleisurheilujoukkueen	yleisurheilUjoukkueen	yleisurheilujoukkueen	3
yönäytöksenä	yønæytøksenA	yønæytøksenæ	3
yöuniani	yøuniAni	yøuniɑni	3
ärsyttääkö	ærsyttæAkO	ærsyttæækø	3
ääniharavoina	æænihɑrɑvoinA	æænihɑrɑvoinɑ	3
äärimuodossaan	æærimuodossAAn	æærimuodossɑɑn	3
alamäkivauhtiaan	ɑlɑmækivɑuhtiAAn	ɑlɑmækivɑuhtiɑɑn	2
alaspäinkin	ɑlɑspæinkin	ɑlɑspæinkin	2
alusvaate	ɑlusvɑɑte	ɑlusvɑɑte	2
antamattomuus	ɑntɑmAttOmUUs	ɑntɑmɑttomuus	2
arvomerkkinsä	ɑrvomerkkinsA	ɑrvomerkkinsæ	2
arvosanojensa	ɑrvosɑnojensA	ɑrvosɑnojensɑ	2
arvostelijoilla	ɑrvostelijOillA	ɑrvostelijoillɑ	2
aseteltaessa	ɑseteltAessA	ɑseteltɑessɑ	2
asettajista	ɑsettɑjistA	ɑsettɑjistɑ	2
asfalttitiet	ɑsfɑlttitiet	ɑsfɑlttitiet	2
autoistumisaste	ɑutoistumisɑste	ɑutoistumisɑste	2
avaintermejä	ɑvɑintermejA	ɑvɑintermejæ	2
avaruusviraston	ɑvɑrUUsvirɑston	ɑvɑruusvirɑston	2
avuntarjouksen	ɑvuntɑrjouksen	ɑvuntɑrjouksen	2
brittisotilaista	brittisotilɑistA	brittisotilɑistɑ	2
countrylaulaja	kountrylɑulɑjA	kountrylɑulɑjɑ	2
edustuskysymyksessä	edustUskysymyksessA	edustuskysymyksessæ	2
eksotiikkaakin	eksotiikkɑAkin	eksotiikkɑɑkin	2
elokuvarahasto	elokuvɑrɑhɑsto	elokuvɑrɑhɑsto	2
elämyspuistossa	elæmyspuistossA	elæmyspuistossɑ	2
elämöineet	elæmøineet	elæmøineet	2
ennennäkemättömäksi	ennennækemættømæksi	ennennækemættømæksi	2
epätäsmälliseksi	epætæsmælliseksi	epætæsmælliseksi	2
eripituisina	eripituisinA	eripituisinɑ	2
esiintymispaikkaa	esiintymispɑikkɑA	esiintymispɑikkɑɑ	2
euroveteraani	euroveterɑɑni	euroveterɑɑni	2
finanssikonserni	finɑnssikonserni	finɑnssikonserni	2
fortissimo	fortissimo	fortissimo	2
fortissimossa	fortissimossA	fortissimossɑ	2
haasteltu	hɑɑsteltU	hɑɑsteltu	2
hagströmien	hɑgstrømien	hɑgstrømien	2
halpamyyntiä	hɑlpɑmyyntiA	hɑlpɑmyyntiæ	2
halventaisi	hɑlventAisi	hɑlventɑisi	2
haydnista	hɑydnistA	hɑydnistɑ	2
heikkoselta	heikkoseltA	heikkoseltɑ	2
heinäkankaantie	heinAkɑnkɑɑntie	heinækɑnkɑɑntie	2
henkilöhaastatteluilla	henkiløhɑɑstɑttelUillA	henkiløhɑɑstɑtteluillɑ	2
herraseuraa	herrɑseurɑA	herrɑseurɑɑ	2
heteroseksuaalit	heteroseksuɑɑlit	heteroseksuɑɑlit	2
hingusta	hingustA	hingustɑ	2
houkuttimiin	houkuttimiin	houkuttimiin	2
huippukorkeiden	huippukorkeiden	huippukorkeiden	2
hulttio	hulttio	hulttio	2
informaatioähkyn	informɑɑtioæhkyn	informɑɑtioæhkyn	2
insinöörimajuri	insinøørimɑjuri	insinøørimɑjuri	2
iskunvaimentimia	iskunvɑimentimiA	iskunvɑimentimiɑ	2
iskuteho	iskuteho	iskuteho	2
itähelsinkiläiset	itæhelsinkilAiset	itæhelsinkilæiset	2
jalkapallovuosi	jɑlkɑpɑllovuosi	jɑlkɑpɑllovuosi	2
jannehan	jɑnnehAn	jɑnnehɑn	2
johtojuoksun	johtojuoksun	johtojuoksun	2
jokeripelaaja	jokeripelɑɑjA	jokeripelɑɑjɑ	2
joulunaluskiireiden	joulunɑluskiireiden	joulunɑluskiireiden	2
joulutontuille	joulutOntuille	joulutontuille	2
järkeenkäyvältä	jærkeenkæyvæltA	jærkeenkæyvæltæ	2
kahdeksaansataan	kɑhdeksɑAnsɑtɑAn	kɑhdeksɑɑnsɑtɑɑn	2
kalastusrekisteriin	kɑlɑstUsrekisteriin	kɑlɑstusrekisteriin	2
kanelipuun	kɑnelipuun	kɑnelipuun	2
kansalliseläimen	kɑnsɑlliselæimen	kɑnsɑlliselæimen	2
kansanryhmissä	kɑnsɑnryhmissA	kɑnsɑnryhmissæ	2
kassamagneettien	kɑssɑmɑgneettien	kɑssɑmɑgneettien	2
kasvintarkastajilla	kɑsvintɑrkɑstɑjillA	kɑsvintɑrkɑstɑjillɑ	2
kehuttavasti	kehuttAvAsti	kehuttɑvɑsti	2
keksintöarsenaaliin	keksintøɑrsenɑɑliin	keksintøɑrsenɑɑliin	2
keynesiläiset	keynesilAiset	keynesilæiset	2
kiilautuneet	kiilɑutuneet	kiilɑutuneet	2
kirjoittaahan	kirjoittɑAhAn	kirjoittɑɑhɑn	2
kirvesmiesporukka	kirvesmiesporukkɑ	kirvesmiesporukkɑ	2
komppaniamme	komppɑniɑmme	komppɑniɑmme	2
koroin	koroin	koroin	2
korruptoinut	korruptoinUt	korruptoinut	2
kotimaisemiinsa	kotimɑisemiinsA	kotimɑisemiinsɑ	2
koulukkaan	koulukkɑɑn	koulukkɑɑn	2
koulukysymykset	koulukysymykset	koulukysymykset	2
koulupohjalla	koulupohjɑllA	koulupohjɑllɑ	2
kulkuyhteydestä	kulkuyhteydestA	kulkuyhteydestæ	2
kuntarajalla	kuntɑrɑjɑllA	kuntɑrɑjɑllɑ	2
kuoppasi	kuoppɑsi	kuoppɑsi	2
kuriositeettia	kuriositeettiA	kuriositeettiɑ	2
kuuloaistimuksen	kuuloɑistimuksen	kuuloɑistimuksen	2
kuurille	kuurille	kuurille	2
kyyhöttävän	kyyhøttævAn	kyyhøttævæn	2
käyttövaatteiden	kæyttøvɑɑtteiden	kæyttøvɑɑtteiden	2
kööriä	køøriA	køøriæ	2
laadunparannuksen	lɑɑdunpɑrɑnnUksen	lɑɑdunpɑrɑnnuksen	2
laboratoriokulut	lɑborɑtoriokulut	lɑborɑtoriokulut	2
laiturinnokassa	lɑiturinnokɑssA	lɑiturinnokɑssɑ	2
lakkaamattomat	lɑkkɑɑmAttOmAt	lɑkkɑɑmɑttomɑt	2
lasitie	lɑsitie	lɑsitie	2
laskosten	lɑskosten	lɑskosten	2
lastenhuollosta	lɑstenhuollostA	lɑstenhuollostɑ	2
latteat	lɑtteɑt	lɑtteɑt	2
lauteitten	lɑuteitten	lɑuteitten	2
lintulajistostaan	lintulɑjistostAAn	lintulɑjistostɑɑn	2
lipunhinnan	lipunhinnɑn	lipunhinnɑn	2
lisävesiä	lisævesiA	lisævesiæ	2
loiskiva	loiskivA	loiskivɑ	2
loiskivat	loiskivAt	loiskivɑt	2
lomitustehtäviä	lomitUstehtæviA	lomitustehtæviæ	2
lukuiloa	lukuiloA	lukuiloɑ	2
luonnosmainen	luonnosmAinen	luonnosmɑinen	2
lähialueitten	læhiɑlueitten	læhiɑlueitten	2
lähitaloille	læhitɑloille	læhitɑloille	2
lämäämän	læmææmAn	læmææmæn	2
lämäämään	læmææmAAn	læmææmææn	2
länsimäessä	lænsimæessA	lænsimæessæ	2
maailmanstandardiksi	mɑɑilmɑnstɑndɑrdiksi	mɑɑilmɑnstɑndɑrdiksi	2
maalaako	mɑɑlɑɑkO	mɑɑlɑɑko	2
maanpäällisille	mɑɑnpæællisille	mɑɑnpæællisille	2
maestrolle	mɑestrolle	mɑestrolle	2
maidontuotantokykyä	mɑidontuotɑntokykyA	mɑidontuotɑntokykyæ	2
mainostauluilla	mɑinostɑuluillA	mɑinostɑuluillɑ	2
maitojunan	mɑitojunɑn	mɑitojunɑn	2
materiaalivaraston	mɑteriɑɑlivɑrɑston	mɑteriɑɑlivɑrɑston	2
mechelininkatua	mekhelininkɑtuA	mekhelininkɑtuɑ	2
miinoitetut	miinoitetUt	miinoitetut	2
mikkeihin	mikkeihin	mikkeihin	2
millimetrintarkasti	millimetrintɑrkɑsti	millimetrintɑrkɑsti	2
mordvalaista	mordvɑlɑistA	mordvɑlɑistɑ	2
mosaiikkitöitä	mosɑiikkitøitA	mosɑiikkitøitæ	2
muinaismuistoalueeksi	muinɑismuistoɑlueeksi	muinɑismuistoɑlueeksi	2
muotoseikoilla	muotoseikoillA	muotoseikoillɑ	2
murtautujia	murtɑutujiA	murtɑutujiɑ	2
muutoksenhakuasteissa	muutoksenhɑkuɑsteissA	muutoksenhɑkuɑsteissɑ	2
normaalivartaloisia	normɑɑlivɑrtɑloisiA	normɑɑlivɑrtɑloisiɑ	2
nousukunnosta	nousukunnostA	nousukunnostɑ	2
nyrkkirauta	nyrkkirɑutɑ	nyrkkirɑutɑ	2
näreneva	nærenevɑ	nærenevɑ	2
ohjailemista	ohjɑilemistA	ohjɑilemistɑ	2
oluelta	olueltA	olueltɑ	2
oppisuuntien	oppisuuntien	oppisuuntien	2
osiolta	osioltA	osioltɑ	2
paksunsuolensyövässä	pɑksunsuolensyøvAssA	pɑksunsuolensyøvæssæ	2
palatsiaukio	pɑlɑtsiɑukio	pɑlɑtsiɑukio	2
palestiinalaisaktivistin	pɑlestiinɑlɑisɑktivistin	pɑlestiinɑlɑisɑktivistin	2
palkankorotusvaatimusta	pɑlkɑnkorotUsvɑɑtimustA	pɑlkɑnkorotusvɑɑtimustɑ	2
palvelusetelikokeilun	pɑlvelUsetelikokeilUn	pɑlvelusetelikokeilun	2
panttioikeuteen	pɑnttioikeUteen	pɑnttioikeuteen	2
perinteitäkään	perinteitAkAAn	perinteitækææn	2
pidättämisessä	pidættæmisessA	pidættæmisessæ	2
pienimäelle	pienimæelle	pienimæelle	2
pikkuleivistä	pikkuleivistA	pikkuleivistæ	2
pilvenmäki	pilvenmæki	pilvenmæki	2
pitäjänkarttaan	pitæjAnkɑrttAAn	pitæjænkɑrttɑɑn	2
plakaatteineen	plɑkɑɑtteineen	plɑkɑɑtteineen	2
poliisijärjestelmän	poliisijærjestelmæn	poliisijærjestelmæn	2
poltellut	poltellUt	poltellut	2
pompottelussa	pompottelUssA	pompottelussɑ	2
postinjakoalueittain	postinjɑkoɑlueittAin	postinjɑkoɑlueittɑin	2
pudotukseksi	pudotUkseksi	pudotukseksi	2
punamultamaalia	punɑmultɑmɑɑliA	punɑmultɑmɑɑliɑ	2
purkakaa	purkɑkAA	purkɑkɑɑ	2
pyrkimyksillämme	pyrkimyksillAmme	pyrkimyksillæmme	2
päivätansseja	pæivætɑnssejA	pæivætɑnssejɑ	2
pärjänneitä	pærjænneitA	pærjænneitæ	2
päähenkilöissä	pææhenkiløissA	pææhenkiløissæ	2
pöytäniemi	pøytæniemi	pøytæniemi	2
rahankäyttöönsä	rɑhɑnkæyttøOnsA	rɑhɑnkæyttøønsæ	2
raipparangaistukseen	rɑippɑrɑngɑistUkseen	rɑippɑrɑngɑistukseen	2
rakennuspuiksi	rɑkennUspuiksi	rɑkennuspuiksi	2
rangaistustulli	rɑngɑistustulli	rɑngɑistustulli	2
rippikouluikään	rippikouluikæAn	rippikouluikææn	2
sankarimytologiaa	sɑnkɑrimytologiɑA	sɑnkɑrimytologiɑɑ	2
saviselle	sɑviselle	sɑviselle	2
selviäisikö	selviæisikO	selviæisikø	2
seurojamme	seurojAmme	seurojɑmme	2
shampootiimin	shɑmpootiimin	shɑmpootiimin	2
siirtolaispolitiikkaan	siirtolɑispolitiikkɑAn	siirtolɑispolitiikkɑɑn	2
silfverbergin	silfverbergin	silfverbergin	2
sillifileet	sillifileet	sillifileet	2
sisustuksenkin	sisustUksenkin	sisustuksenkin	2
syöpäyhdistysten	syøpæyhdistUsten	syøpæyhdistysten	2
sädehoidot	sædehoidot	sædehoidot	2
sädekehänä	sædekehænA	sædekehænæ	2
säilytellä	sæilytellA	sæilytellæ	2
sätkynukkeina	sætkynukkeinA	sætkynukkeinɑ	2
säästösummat	sææstøsummɑt	sææstøsummɑt	2
tajuttomaan	tɑjuttOmAAn	tɑjuttomɑɑn	2
takaisinmaksuna	tɑkɑisinmɑksunA	tɑkɑisinmɑksunɑ	2
talletusvakuutusten	tɑlletUsvɑkuutUsten	tɑlletusvɑkuutusten	2
talouskomissiota	tɑlouskomissiotA	tɑlouskomissiotɑ	2
tankkeriin	tɑnkkeriin	tɑnkkeriin	2
tavarahuolto	tɑvɑrɑhuolto	tɑvɑrɑhuolto	2
teatteritilat	teɑtteritilɑt	teɑtteritilɑt	2
teatterityöntekijät	teɑtterityøntekijæt	teɑtterityøntekijæt	2
todentuntuisena	todentuntuisenA	todentuntuisenɑ	2
toivottamalta	toivottAmAltA	toivottɑmɑltɑ	2
tukkurilta	tukkuriltA	tukkuriltɑ	2
tunkeuduimme	tunkeUdUimme	tunkeuduimme	2
tuomioistuinkäsittelyjä	tuomioistuinkæsittelUjA	tuomioistuinkæsittelyjæ	2
tuontimaksut	tuontimɑksut	tuontimɑksut	2
tuoreemmalta	tuoreemmAltA	tuoreemmɑltɑ	2
tuotantovaikeuksista	tuotɑntovɑikeUksistA	tuotɑntovɑikeuksistɑ	2
tuotepalkintoja	tuotepɑlkintOjA	tuotepɑlkintojɑ	2
turistikohteessa	turistikohteessA	turistikohteessɑ	2
tutkimuskohteella	tutkimuskohteellA	tutkimuskohteellɑ	2
tärkeimpiäkin	tærkeimpiAkin	tærkeimpiækin	2
tärkeämmiltä	tærkeæmmiltA	tærkeæmmiltæ	2
tärvelemästä	tærvelemAstA	tærvelemæstæ	2
vakuutusmarkka	vɑkuutUsmɑrkkɑ	vɑkuutusmɑrkkɑ	2
valuuttaliittoon	vɑluuttɑliittoOn	vɑluuttɑliittoon	2
vanhentaneet	vɑnhentAneet	vɑnhentɑneet	2
vastaanottaessani	vɑstɑɑnottɑessAni	vɑstɑɑnottɑessɑni	2
vastaanottoaikojaan	vɑstɑAnottoɑikojAAn	vɑstɑɑnottoɑikojɑɑn	2
vastaanottokeskuksien	vɑstɑAnottokeskuksien	vɑstɑɑnottokeskuksien	2
venetelineiden	venetelineiden	venetelineiden	2
venäläisjoukoilla	venælæisjoukoillA	venælæisjoukoillɑ	2
verotuksiin	verotUksiin	verotuksiin	2
vesirakentamisesta	vesirɑkentɑmisestA	vesirɑkentɑmisestɑ	2
vesitankkia	vesitɑnkkiA	vesitɑnkkiɑ	2
veturitalleihin	veturitɑlleihin	veturitɑlleihin	2
vitsikkäät	vitsikkææt	vitsikkææt	2
voittopokaalin	voittopokɑɑlin	voittopokɑɑlin	2
vuoriseen	vuoriseen	vuoriseen	2
välieräkamppailussa	vælierækɑmppɑilUssA	vælierækɑmppɑilussɑ	2
ydinvaltojen	ydinvɑltojen	ydinvɑltojen	2
yhdisteryhmiä	yhdisteryhmiA	yhdisteryhmiæ	2
yrttikylpyjä	yrttikylpyjA	yrttikylpyjæ	2
yöpakkanen	yøpɑkkɑnen	yøpɑkkɑnen	2
ääniärsykkeille	ææniærsykkeille	ææniærsykkeille	2
